作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	8	8	5	1
2	0	2	2	8	5
3	2	2	4	8	3
4	2	6	8	9	4
5	4	1	5	7	8
6	8	1	9	9	7
7	8	2	10	6	2
8	8	9	17	6	2
9	9	6	15	9	1
10	10	10	20	5	1
11	10	8	18	10	8
12	15	2	17	7	3
13	17	10	27	10	3
14	17	2	19	9	4
15	17	5	22	7	3
16	20	2	22	7	2
17	22	4	26	5	5
18	22	4	26	6	8
19	26	2	28	9	6
20	26	5	31	8	1
21	27	6	33	5	5
22	27	8	35	10	2
23	28	1	29	10	2
24	29	2	31	10	1
25	29	8	37	5	6
26	31	8	39	6	3
27	31	7	38	8	7
28	37	2	39	9	1
29	38	1	39	9	2
30	38	2	40	8	2
31	39	10	49	8	3
32	39	9	48	5	2
33	48	5	53	7	4
34	49	10	59	9	6
35	49	1	50	10	4
36	49	7	56	7	1
37	50	2	52	7	1
38	52	4	56	10	3
39	53	4	57	5	2
40	53	3	56	6	7
41	56	4	60	7	7
42	56	8	64	7	7
43	57	5	62	10	2
44	60	1	61	9	3
45	60	10	70	10	2
46	62	6	68	6	5
47	64	6	70	5	4
48	68	5	73	7	7
49	70	6	76	8	6
50	70	8	78	9	5
51	76	4	80	7	3
52	78	1	79	5	6
53	79	5	84	6	2
54	80	1	81	10	4
55	80	9	89	9	3
56	81	10	91	10	5
57	84	5	89	10	7
58	89	10	99	10	6
59	91	4	95	10	2
60	91	2	93	6	3
61	93	1	94	9	3
62	95	3	98	9	6
63	95	7	102	5	8
64	95	7	102	10	1
65	98	4	102	8	2
66	98	4	102	9	5
67	102	5	107	7	6
68	102	3	105	7	8
69	103	1	104	8	6
70	105	8	113	8	6
71	105	6	111	6	2
72	107	8	115	8	4
73	111	2	113	6	6
74	113	4	117	8	3
75	113	6	119	7	6
76	115	1	116	9	3
77	116	7	123	7	5
78	116	10	126	9	1
79	119	8	127	8	4
80	123	3	126	8	2
81	123	1	124	6	7
82	126	5	131	10	5
83	127	3	130	8	4
84	130	5	135	6	2
85	131	7	138	7	8
86	131	6	137	5	3
87	131	9	140	8	5
88	135	5	140	10	5
89	137	6	143	9	3
90	137	5	142	7	4
91	140	4	144	7	6
92	142	10	152	8	7
93	143	7	150	7	4
94	143	9	152	5	7
95	144	8	152	10	2
96	152	5	157	7	2
97	152	1	153	6	4
98	152	6	158	7	5
99	157	5	162	6	8
100	157	5	162	10	7
101	158	5	163	8	3
102	162	7	169	10	5
103	163	1	164	8	4
104	163	10	173	9	8
105	169	7	176	8	3
106	173	5	178	6	2
107	176	8	184	10	2
108	178	3	181	9	6
109	178	10	188	6	2
110	184	3	187	5	1
111	187	10	197	6	3
112	197	4	201	6	2
113	197	10	207	7	7
114	197	10	207	5	2
115	201	5	206	5	4
116	207	9	216	6	7
117	207	9	216	7	5
118	216	6	222	10	1
119	216	5	221	9	8
120	222	7	229	5	8
