作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	7	7	9	2
2	0	7	7	5	8
3	0	5	5	7	5
4	5	7	12	6	3
5	5	6	11	6	2
6	5	3	8	7	2
7	7	2	9	8	1
8	7	5	12	8	4
9	8	4	12	9	7
10	9	1	10	5	4
11	9	6	15	7	4
12	11	7	18	6	6
13	11	9	20	6	7
14	11	3	14	5	1
15	12	5	17	8	8
16	12	9	21	5	6
17	12	1	13	8	4
18	13	1	14	8	1
19	13	1	14	8	4
20	14	6	20	7	2
21	14	8	22	6	2
22	14	10	24	5	5
23	15	9	24	6	8
24	15	7	22	10	8
25	17	4	21	8	7
26	17	2	19	7	7
27	19	7	26	8	6
28	20	6	26	9	2
29	20	7	27	10	3
30	21	4	25	8	5
31	21	9	30	8	2
32	22	10	32	9	3
33	24	3	27	5	7
34	24	10	34	8	2
35	25	7	32	8	4
36	26	5	31	10	2
37	26	8	34	7	8
38	27	2	29	5	2
39	27	3	30	7	7
40	29	1	30	7	4
41	30	6	36	10	2
42	30	10	40	8	7
43	30	10	40	8	3
44	30	10	40	5	7
45	31	9	40	9	3
46	31	8	39	6	3
47	32	2	34	10	8
48	32	10	42	8	2
49	34	4	38	7	7
50	34	6	40	7	5
51	36	8	44	6	6
52	36	4	40	7	1
53	38	2	40	10	2
54	39	6	45	7	6
55	40	5	45	8	5
56	40	6	46	9	2
57	40	6	46	10	2
58	40	4	44	9	4
59	41	1	42	8	8
60	41	8	49	9	7
61	42	6	48	9	6
62	42	2	44	8	2
63	44	10	54	6	5
64	44	3	47	6	4
65	45	8	53	7	8
66	45	2	47	9	6
67	46	9	55	7	7
68	46	1	47	5	1
69	46	7	53	9	4
70	47	3	50	9	3
71	47	1	48	9	4
72	48	8	56	6	1
73	48	10	58	8	1
74	49	5	54	7	6
75	50	5	55	6	2
76	53	9	62	8	5
77	53	9	62	5	5
78	54	4	58	10	5
79	54	5	59	6	3
80	55	7	62	9	3
81	55	4	59	10	8
82	55	1	56	6	5
83	56	9	65	10	1
84	58	2	60	9	1
85	58	7	65	5	5
86	59	5	64	9	2
87	59	4	63	5	4
88	59	9	68	5	3
89	60	7	67	7	4
90	60	5	65	8	3
91	62	3	65	6	5
92	62	2	64	6	1
93	62	1	63	7	2
94	63	10	73	9	7
95	64	3	67	5	5
96	65	4	69	10	4
97	65	8	73	9	4
98	65	10	75	7	7
99	65	2	67	5	6
100	67	10	77	6	5
101	67	2	69	6	3
102	68	2	70	9	6
103	69	1	70	8	3
104	69	7	76	7	6
105	69	8	77	7	5
106	70	3	73	6	6
107	73	6	79	8	5
108	73	6	79	5	3
109	74	1	75	9	2
110	75	4	79	5	6
111	75	6	81	7	8
112	76	2	78	5	4
113	77	10	87	8	3
114	78	5	83	7	6
115	79	8	87	10	2
116	79	8	87	5	6
117	83	7	90	6	1
118	87	2	89	10	8
119	90	7	97	10	5
120	97	7	104	8	1
