作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	10	10	5	7
2	0	3	3	7	8
3	1	3	4	8	1
4	3	9	12	8	8
5	3	9	12	9	2
6	4	4	8	9	3
7	4	10	14	7	1
8	5	7	12	6	4
9	10	9	19	8	4
10	10	8	18	5	8
11	10	5	15	6	8
12	12	8	20	6	6
13	12	9	21	10	6
14	15	9	24	8	1
15	15	8	23	5	7
16	19	5	24	10	8
17	19	4	23	6	3
18	23	2	25	9	5
19	23	8	31	8	1
20	23	1	24	7	2
21	23	6	29	9	1
22	24	7	31	6	7
23	24	5	29	8	5
24	25	8	33	8	2
25	25	9	34	10	7
26	29	5	34	6	4
27	29	5	34	10	3
28	31	8	39	7	2
29	31	8	39	8	7
30	31	10	41	5	8
31	32	8	40	7	4
32	32	4	36	10	8
33	33	4	37	6	7
34	34	10	44	5	2
35	34	9	43	6	6
36	34	3	37	9	4
37	37	10	47	5	8
38	39	2	41	5	2
39	39	8	47	9	4
40	40	4	44	5	4
41	40	2	42	5	4
42	41	9	50	6	2
43	41	8	49	8	4
44	41	5	46	5	8
45	42	10	52	9	6
46	44	10	54	5	7
47	47	9	56	5	5
48	47	8	55	9	2
49	48	3	51	6	3
50	49	9	58	8	6
51	50	3	53	7	4
52	50	4	54	10	2
53	52	1	53	5	6
54	53	6	59	7	8
55	53	5	58	5	2
56	54	3	57	7	1
57	55	3	58	8	6
58	57	5	62	10	1
59	57	10	67	6	5
60	58	2	60	6	7
61	58	10	68	9	1
62	59	8	67	7	6
63	59	3	62	8	7
64	60	4	64	7	4
65	62	10	72	6	8
66	64	8	72	5	3
67	67	2	69	10	4
68	67	3	70	10	5
69	68	6	74	7	8
70	70	6	76	5	8
71	70	2	72	5	1
72	72	9	81	10	5
73	72	7	79	5	8
74	74	7	81	6	4
75	76	6	82	9	6
76	81	4	85	10	5
77	82	3	85	5	6
78	82	4	86	10	4
79	85	4	89	5	3
80	85	3	88	8	3
81	85	3	88	7	8
82	86	4	90	9	3
83	86	4	90	6	1
84	88	5	93	5	2
85	89	6	95	9	3
86	89	4	93	8	3
87	90	3	93	8	4
88	90	10	100	9	6
89	90	5	95	6	7
90	93	4	97	8	6
91	93	7	100	8	8
92	95	8	103	9	4
93	95	3	98	10	4
94	95	1	96	6	3
95	96	8	104	7	4
96	96	9	105	8	2
97	100	10	110	7	7
98	100	8	108	7	2
99	105	6	111	6	5
100	105	5	110	7	1
101	105	1	106	9	8
102	106	8	114	9	4
103	108	5	113	5	5
104	110	2	112	5	6
105	110	5	115	10	2
106	111	3	114	6	2
107	113	5	118	9	7
108	113	8	121	8	4
109	114	2	116	5	3
110	115	7	122	6	7
111	116	9	125	9	8
112	118	6	124	9	3
113	118	9	127	9	4
114	121	3	124	10	6
115	124	8	132	10	5
116	124	8	132	7	6
117	125	2	127	7	4
118	127	10	137	10	6
119	132	7	139	6	4
120	137	8	145	7	4
