作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	5	5	6	7
2	0	8	8	9	1
3	0	10	10	8	6
4	5	9	14	7	3
5	5	1	6	10	4
6	5	7	12	6	4
7	6	10	16	5	8
8	6	10	16	6	6
9	7	8	15	9	3
10	8	8	16	10	1
11	8	10	18	6	4
12	10	7	17	10	6
13	10	2	12	9	6
14	12	3	15	9	2
15	12	8	20	5	2
16	12	4	16	8	5
17	13	1	14	10	7
18	14	7	21	10	2
19	14	4	18	8	8
20	14	3	17	5	5
21	15	2	17	8	8
22	15	7	22	8	3
23	16	7	23	9	5
24	16	1	17	10	5
25	17	8	25	5	4
26	17	7	24	8	1
27	17	4	21	8	2
28	18	7	25	9	7
29	18	3	21	10	2
30	18	6	24	6	7
31	18	9	27	10	2
32	19	10	29	6	6
33	19	5	24	9	6
34	19	8	27	7	2
35	20	9	29	10	1
36	21	10	31	5	7
37	21	1	22	6	3
38	21	4	25	7	2
39	21	6	27	10	5
40	22	1	23	10	3
41	22	7	29	9	3
42	23	7	30	5	6
43	23	3	26	8	5
44	24	5	29	5	7
45	24	9	33	5	2
46	24	10	34	7	5
47	25	2	27	8	3
48	25	4	29	9	4
49	27	1	28	9	7
50	27	4	31	8	1
51	27	3	30	5	6
52	28	2	30	8	1
53	28	2	30	6	6
54	29	9	38	10	2
55	29	7	36	9	5
56	29	7	36	10	3
57	30	10	40	6	1
58	30	3	33	5	5
59	30	8	38	5	5
60	31	6	37	5	3
61	31	5	36	9	6
62	33	9	42	6	7
63	33	4	37	9	5
64	33	10	43	6	8
65	34	7	41	9	1
66	34	8	42	7	1
67	34	10	44	5	7
68	37	4	41	6	1
69	37	5	42	9	1
70	37	5	42	7	8
71	38	2	40	8	7
72	38	10	48	5	4
73	38	4	42	6	1
74	40	2	42	6	5
75	41	2	43	5	1
76	41	1	42	6	3
77	42	3	45	9	2
78	42	4	46	7	3
79	42	6	48	8	6
80	43	2	45	6	6
81	43	5	48	7	1
82	43	7	50	8	6
83	43	4	47	5	7
84	44	8	52	6	4
85	44	5	49	9	1
86	45	3	48	10	8
87	45	1	46	5	2
88	45	9	54	9	8
89	46	5	51	9	6
90	46	3	49	8	6
91	47	8	55	7	5
92	47	1	48	9	5
93	48	3	51	9	2
94	48	8	56	7	7
95	48	2	50	7	8
96	49	10	59	8	1
97	50	9	59	9	6
98	50	5	55	7	5
99	51	3	54	6	3
100	51	6	57	6	5
101	51	2	53	9	7
102	52	2	54	9	1
103	54	4	58	6	3
104	55	9	64	5	5
105	55	4	59	8	4
106	56	7	63	8	7
107	57	2	59	5	5
108	59	5	64	7	7
109	59	10	69	6	8
110	59	4	63	10	8
111	60	8	68	7	4
112	64	6	70	10	8
113	64	5	69	8	8
114	68	1	69	6	4
115	69	6	75	9	1
116	69	1	70	8	3
117	69	6	75	7	1
118	75	6	81	10	5
119	75	4	79	9	6
120	81	6	87	7	4
