作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	2	2	8	6
2	0	10	10	10	4
3	0	5	5	9	4
4	2	7	9	10	4
5	2	3	5	10	5
6	3	9	12	10	7
7	5	2	7	7	5
8	5	1	6	9	8
9	5	9	14	8	4
10	6	2	8	8	2
11	7	1	8	8	5
12	7	6	13	10	3
13	8	10	18	10	2
14	8	7	15	5	3
15	9	2	11	9	2
16	9	9	18	7	4
17	10	10	20	9	7
18	10	4	14	8	3
19	11	4	15	8	4
20	12	2	14	10	1
21	13	2	15	8	4
22	14	5	19	5	5
23	14	7	21	6	8
24	14	4	18	5	6
25	14	1	15	8	7
26	15	7	22	9	1
27	15	2	17	9	5
28	15	1	16	7	8
29	15	7	22	9	5
30	16	2	18	7	5
31	16	3	19	7	5
32	16	5	21	9	5
33	18	10	28	5	4
34	18	1	19	5	5
35	19	8	27	5	4
36	19	4	23	7	2
37	19	6	25	7	5
38	20	6	26	8	2
39	20	3	23	8	4
40	20	2	22	5	1
41	20	5	25	5	3
42	21	4	25	9	7
43	21	2	23	7	4
44	22	5	27	9	2
45	22	4	26	7	5
46	22	3	25	8	8
47	23	9	32	10	4
48	25	10	35	8	1
49	25	9	34	9	4
50	25	5	30	7	7
51	25	3	28	9	5
52	26	4	30	8	2
53	26	6	32	7	6
54	26	5	31	8	2
55	27	4	31	10	3
56	27	1	28	7	3
57	28	5	33	8	4
58	28	8	36	7	1
59	28	5	33	10	7
60	29	5	34	6	6
61	30	8	38	9	8
62	32	9	41	5	4
63	32	7	39	10	4
64	33	3	36	6	1
65	33	8	41	10	4
66	33	10	43	7	2
67	34	6	40	5	3
68	35	7	42	6	5
69	36	9	45	9	5
70	36	3	39	7	7
71	39	5	44	9	6
72	39	1	40	6	2
73	40	6	46	6	2
74	41	8	49	7	4
75	42	4	46	10	4
76	43	8	51	6	8
77	43	6	49	6	7
78	44	8	52	5	7
79	44	6	50	7	2
80	45	9	54	6	1
81	45	7	52	7	5
82	46	9	55	6	4
83	46	3	49	10	2
84	49	9	58	6	2
85	50	1	51	6	8
86	50	6	56	7	3
87	52	6	58	7	4
88	52	9	61	10	1
89	54	5	59	9	1
90	55	2	57	6	6
91	57	8	65	10	7
92	57	10	67	5	4
93	58	9	67	6	4
94	58	5	63	10	3
95	58	3	61	6	3
96	59	6	65	6	4
97	61	2	63	6	4
98	63	8	71	7	3
99	63	10	73	7	6
100	63	10	73	6	1
101	65	3	68	10	3
102	65	9	74	6	1
103	67	2	69	5	8
104	67	4	71	7	7
105	68	4	72	10	1
106	69	7	76	5	3
107	69	4	73	5	6
108	71	10	81	5	5
109	71	1	72	7	6
110	72	4	76	6	4
111	72	7	79	6	8
112	73	6	79	10	7
113	73	5	78	9	8
114	76	10	86	5	1
115	79	6	85	5	5
116	81	5	86	8	1
117	85	4	89	9	2
118	86	8	94	8	6
119	94	1	95	8	1
120	95	1	96	7	3
