作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	9	9	9	2
2	0	8	8	5	3
3	8	3	11	8	7
4	9	6	15	10	8
5	11	7	18	10	1
6	15	3	18	6	4
7	18	2	20	6	5
8	18	4	22	5	5
9	18	2	20	10	8
10	20	1	21	9	3
11	20	5	25	8	1
12	20	10	30	7	8
13	21	6	27	8	3
14	25	2	27	6	6
15	25	10	35	9	4
16	27	7	34	9	3
17	34	5	39	10	3
18	34	2	36	10	6
19	36	3	39	10	8
20	39	6	45	7	5
21	39	4	43	5	2
22	39	1	40	10	6
23	40	9	49	6	2
24	43	1	44	9	7
25	45	6	51	9	2
26	45	1	46	6	4
27	49	10	59	7	8
28	51	7	58	5	6
29	58	4	62	9	2
30	59	10	69	9	3
31	59	7	66	8	3
32	62	10	72	6	5
33	69	9	78	7	8
34	69	1	70	8	8
35	70	1	71	9	3
36	70	9	79	9	8
37	72	9	81	8	2
38	78	6	84	6	3
39	79	2	81	5	7
40	81	4	85	8	4
41	84	4	88	8	4
42	85	3	88	10	5
43	85	4	89	5	3
44	88	7	95	9	8
45	88	5	93	6	3
46	89	4	93	5	6
47	93	9	102	5	1
48	95	6	101	5	6
49	95	6	101	10	4
50	101	9	110	6	3
51	102	7	109	8	8
52	109	10	119	5	4
53	110	3	113	7	3
54	113	8	121	10	3
55	119	4	123	9	7
56	121	3	124	8	8
57	121	8	129	8	4
58	123	6	129	9	1
59	124	1	125	7	6
60	125	4	129	7	1
61	129	6	135	5	7
62	129	8	137	9	4
63	129	4	133	6	1
64	135	10	145	10	5
65	137	5	142	5	4
66	142	8	150	6	6
67	145	2	147	8	3
68	145	6	151	10	6
69	150	2	152	7	4
70	151	10	161	6	7
71	152	4	156	7	4
72	152	8	160	5	4
73	160	10	170	9	1
74	161	4	165	5	6
75	161	7	168	7	8
76	165	10	175	6	3
77	170	9	179	5	2
78	170	7	177	6	7
79	175	9	184	6	6
80	177	4	181	5	3
81	181	7	188	7	3
82	184	7	191	5	3
83	184	5	189	7	8
84	188	8	196	7	2
85	191	10	201	8	1
86	196	9	205	9	1
87	201	3	204	7	5
88	204	6	210	9	6
89	204	9	213	8	3
90	205	3	208	9	2
91	210	3	213	5	2
92	210	3	213	6	3
93	213	8	221	6	1
94	213	8	221	8	3
95	213	7	220	5	1
96	220	10	230	7	6
97	221	8	229	6	8
98	221	4	225	7	1
99	229	7	236	6	7
100	230	5	235	10	7
101	235	8	243	8	7
102	236	7	243	5	3
103	243	8	251	5	2
104	243	5	248	10	5
105	243	5	248	7	5
106	248	3	251	5	8
107	248	4	252	5	8
108	251	5	256	6	3
109	252	3	255	5	8
110	252	7	259	5	4
111	255	7	262	7	1
112	256	9	265	5	4
113	259	6	265	8	1
114	262	9	271	10	5
115	265	10	275	6	5
116	271	4	275	7	7
117	271	10	281	7	7
118	275	10	285	8	2
119	281	7	288	5	8
120	285	3	288	5	1
