作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	6	6	10	8
2	0	6	6	6	3
3	0	7	7	9	8
4	6	8	14	7	2
5	6	10	16	10	8
6	6	4	10	10	3
7	7	2	9	9	2
8	7	8	15	6	4
9	7	5	12	8	6
10	10	3	13	7	6
11	12	2	14	8	8
12	13	1	14	9	2
13	14	10	24	7	5
14	14	4	18	7	7
15	15	2	17	5	5
16	15	3	18	10	7
17	16	9	25	6	2
18	17	7	24	10	1
19	18	9	27	8	1
20	18	3	21	5	5
21	21	5	26	6	7
22	24	9	33	9	4
23	25	9	34	9	8
24	25	8	33	6	7
25	26	2	28	5	7
26	27	5	32	7	6
27	27	6	33	6	8
28	28	6	34	10	8
29	32	9	41	5	1
30	33	10	43	10	2
31	33	9	42	7	6
32	33	10	43	5	3
33	34	9	43	5	1
34	41	1	42	5	5
35	42	7	49	6	1
36	42	5	47	10	5
37	43	6	49	7	6
38	43	5	48	7	7
39	43	5	48	5	3
40	47	6	53	7	4
41	48	7	55	7	6
42	48	7	55	9	2
43	49	3	52	5	2
44	49	9	58	8	3
45	52	10	62	6	1
46	53	7	60	5	4
47	55	8	63	5	8
48	55	3	58	5	6
49	58	4	62	9	4
50	58	1	59	7	6
51	59	1	60	9	5
52	62	6	68	8	8
53	62	5	67	10	7
54	62	9	71	5	5
55	63	5	68	8	1
56	67	9	76	9	7
57	68	9	77	9	4
58	68	8	76	9	6
59	71	7	78	10	8
60	76	3	79	6	7
61	76	10	86	7	7
62	77	1	78	6	2
63	78	6	84	5	4
64	78	5	83	7	5
65	78	3	81	8	7
66	79	2	81	5	6
67	79	4	83	10	6
68	81	6	87	8	7
69	83	8	91	5	7
70	84	7	91	6	3
71	86	2	88	5	1
72	87	7	94	9	2
73	88	3	91	6	2
74	91	8	99	9	5
75	91	6	97	5	4
76	91	4	95	9	7
77	94	10	104	6	6
78	94	8	102	6	1
79	94	4	98	6	4
80	95	5	100	10	4
81	97	2	99	7	6
82	98	8	106	10	7
83	99	6	105	5	2
84	99	8	107	10	1
85	102	6	108	10	1
86	105	10	115	8	1
87	105	9	114	8	8
88	106	1	107	9	4
89	107	10	117	5	2
90	108	1	109	10	8
91	109	3	112	9	7
92	114	1	115	7	2
93	114	4	118	5	3
94	115	10	125	7	2
95	117	6	123	7	5
96	117	5	122	8	7
97	118	7	125	10	7
98	122	9	131	10	4
99	123	6	129	5	1
100	125	6	131	5	1
101	125	9	134	6	6
102	129	9	138	9	2
103	129	4	133	10	6
104	131	7	138	5	4
105	133	5	138	10	8
106	134	10	144	5	1
107	138	5	143	7	8
108	138	9	147	9	5
109	138	3	141	6	7
110	141	7	148	9	6
111	143	4	147	9	7
112	144	9	153	8	3
113	147	5	152	7	7
114	147	5	152	5	7
115	152	3	155	5	3
116	152	9	161	6	1
117	153	1	154	5	8
118	155	2	157	8	8
119	157	2	159	5	2
120	161	1	162	6	3
