作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	8	8	7	3
2	0	8	8	8	6
3	0	1	1	5	5
4	8	3	11	10	7
5	8	2	10	9	8
6	8	8	16	9	5
7	9	8	17	8	1
8	11	5	16	6	2
9	11	8	19	5	4
10	16	10	26	9	6
11	17	4	21	8	6
12	19	2	21	8	6
13	21	1	22	8	4
14	21	3	24	6	4
15	21	7	28	8	5
16	22	3	25	6	5
17	24	6	30	8	4
18	24	8	32	9	2
19	26	7	33	8	3
20	28	1	29	6	8
21	30	10	40	8	5
22	32	2	34	8	8
23	32	4	36	8	6
24	33	9	42	7	2
25	34	6	40	7	5
26	36	4	40	7	1
27	40	9	49	5	8
28	40	5	45	6	7
29	40	8	48	9	8
30	42	2	44	5	6
31	44	3	47	7	4
32	45	3	48	6	2
33	48	10	58	9	3
34	48	4	52	10	1
35	49	6	55	6	8
36	52	8	60	8	6
37	52	1	53	5	7
38	53	4	57	10	8
39	55	4	59	5	5
40	57	1	58	5	8
41	58	8	66	10	8
42	59	6	65	5	8
43	60	3	63	6	2
44	63	3	66	7	5
45	65	4	69	6	8
46	66	7	73	7	6
47	66	4	70	6	6
48	66	6	72	8	2
49	69	3	72	6	4
50	69	9	78	6	3
51	70	5	75	9	3
52	70	4	74	10	4
53	72	8	80	5	5
54	73	1	74	10	3
55	74	7	81	5	3
56	74	6	80	8	2
57	75	7	82	10	1
58	80	3	83	9	3
59	80	8	88	7	3
60	81	9	90	10	5
61	82	1	83	10	3
62	83	4	87	10	3
63	83	8	91	7	8
64	87	1	88	7	4
65	88	8	96	6	7
66	90	4	94	8	7
67	90	3	93	6	6
68	91	5	96	6	6
69	93	7	100	5	5
70	94	5	99	10	6
71	96	3	99	6	1
72	96	9	105	8	7
73	99	8	107	7	3
74	99	9	108	9	2
75	100	4	104	10	3
76	105	6	111	9	8
77	107	10	117	8	5
78	108	4	112	7	4
79	111	1	112	7	5
80	111	2	113	5	1
81	112	7	119	5	4
82	112	3	115	6	2
83	115	1	116	9	7
84	115	6	121	10	2
85	116	3	119	10	1
86	117	2	119	6	8
87	119	9	128	7	2
88	119	7	126	7	8
89	120	4	124	9	1
90	121	5	126	10	2
91	124	3	127	6	3
92	126	2	128	8	8
93	126	2	128	10	6
94	128	3	131	6	6
95	128	9	137	6	7
96	128	5	133	6	5
97	131	9	140	8	7
98	133	2	135	7	7
99	133	7	140	10	3
100	137	4	141	5	5
101	137	7	144	6	5
102	140	1	141	6	8
103	140	6	146	5	7
104	141	7	148	8	3
105	141	3	144	6	5
106	142	4	146	8	3
107	144	6	150	8	7
108	144	6	150	10	7
109	148	1	149	10	3
110	149	2	151	6	1
111	150	1	151	8	2
112	150	6	156	5	1
113	150	10	160	9	5
114	151	8	159	7	5
115	159	6	165	9	4
116	159	10	169	5	4
117	160	2	162	10	4
118	169	4	173	10	6
119	173	1	174	5	6
120	174	9	183	10	2
