作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	9	9	7	3
2	0	9	9	6	1
3	1	4	5	6	5
4	5	5	10	6	2
5	9	5	14	7	7
6	9	8	17	9	1
7	9	4	13	6	3
8	10	4	14	8	5
9	10	9	19	6	4
10	13	7	20	10	7
11	14	3	17	10	6
12	17	5	22	10	2
13	17	10	27	7	4
14	19	6	25	8	3
15	20	3	23	9	5
16	20	10	30	6	5
17	22	7	29	5	7
18	25	7	32	7	7
19	25	7	32	9	7
20	27	8	35	9	3
21	29	1	30	6	8
22	30	3	33	5	8
23	30	4	34	8	2
24	30	3	33	9	6
25	32	3	35	6	2
26	33	7	40	5	8
27	33	8	41	5	3
28	34	4	38	8	6
29	35	7	42	7	1
30	35	8	43	8	7
31	35	1	36	10	7
32	36	2	38	7	8
33	38	9	47	8	2
34	40	9	49	10	4
35	42	1	43	9	7
36	42	8	50	10	4
37	43	2	45	9	6
38	43	10	53	8	8
39	45	2	47	8	1
40	45	6	51	8	2
41	47	5	52	9	8
42	49	8	57	5	6
43	50	5	55	7	3
44	50	2	52	8	6
45	51	2	53	5	7
46	52	2	54	7	5
47	53	9	62	6	8
48	53	3	56	7	4
49	54	3	57	8	2
50	57	4	61	6	3
51	57	9	66	6	2
52	57	1	58	10	3
53	58	9	67	6	6
54	58	9	67	6	3
55	61	9	70	9	6
56	62	3	65	6	3
57	62	6	68	8	3
58	66	6	72	5	8
59	66	8	74	9	6
60	67	5	72	7	3
61	67	3	70	8	3
62	70	3	73	6	1
63	70	9	79	7	3
64	71	4	75	6	7
65	72	9	81	6	2
66	73	1	74	7	3
67	74	6	80	9	2
68	74	6	80	5	4
69	74	9	83	5	7
70	75	5	80	7	7
71	80	7	87	5	2
72	80	10	90	10	4
73	81	1	82	8	2
74	82	4	86	5	8
75	82	1	83	10	4
76	83	4	87	9	7
77	86	6	92	9	8
78	86	6	92	9	8
79	87	8	95	10	7
80	87	7	94	5	8
81	87	9	96	7	4
82	90	8	98	5	5
83	92	2	94	6	8
84	92	3	95	7	3
85	94	4	98	6	5
86	95	8	103	9	8
87	95	1	96	7	6
88	96	9	105	6	4
89	98	6	104	7	7
90	98	8	106	8	2
91	98	1	99	6	2
92	99	4	103	10	7
93	103	8	111	7	5
94	103	2	105	8	7
95	104	7	111	8	1
96	104	4	108	8	3
97	105	10	115	9	5
98	105	8	113	7	6
99	108	7	115	5	3
100	111	6	117	6	5
101	111	2	113	9	7
102	113	10	123	9	3
103	113	7	120	8	7
104	115	8	123	7	1
105	115	7	122	8	3
106	117	4	121	8	1
107	121	4	125	6	7
108	122	9	131	8	3
109	123	7	130	8	4
110	123	7	130	6	6
111	125	4	129	7	5
112	129	10	139	9	2
113	130	10	140	5	5
114	130	6	136	5	7
115	131	8	139	7	6
116	131	9	140	6	1
117	136	2	138	8	8
118	139	3	142	8	4
119	139	2	141	8	6
120	140	9	149	5	6
