作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	4	4	10	5
2	0	4	4	9	6
3	1	8	9	7	5
4	4	10	14	9	2
5	4	10	14	10	7
6	4	10	14	8	7
7	9	9	18	9	1
8	9	9	18	6	5
9	14	7	21	6	5
10	14	5	19	7	6
11	14	9	23	8	5
12	15	7	22	5	7
13	15	8	23	7	3
14	16	3	19	5	1
15	18	2	20	7	7
16	18	4	22	7	1
17	19	4	23	10	1
18	19	7	26	6	8
19	20	4	24	8	4
20	20	4	24	5	8
21	21	5	26	6	1
22	21	2	23	10	6
23	22	9	31	8	2
24	23	6	29	7	1
25	23	4	27	5	5
26	23	6	29	7	3
27	24	2	26	5	1
28	24	3	27	5	3
29	24	4	28	8	8
30	26	1	27	6	2
31	26	9	35	8	6
32	27	1	28	9	1
33	27	5	32	6	5
34	27	10	37	10	5
35	27	3	30	9	4
36	28	5	33	10	7
37	28	2	30	7	4
38	28	8	36	8	5
39	29	7	36	8	3
40	29	7	36	6	3
41	31	8	39	10	8
42	32	1	33	5	7
43	33	2	35	7	1
44	36	1	37	5	7
45	36	3	39	10	8
46	36	8	44	7	6
47	36	9	45	6	8
48	37	3	40	7	5
49	37	5	42	6	8
50	38	1	39	7	1
51	38	10	48	6	8
52	39	10	49	7	6
53	39	2	41	8	5
54	39	8	47	10	5
55	40	7	47	8	5
56	41	3	44	9	3
57	41	5	46	9	8
58	42	10	52	6	5
59	44	9	53	8	7
60	47	7	54	8	2
61	48	6	54	7	2
62	49	5	54	8	7
63	52	3	55	5	3
64	52	6	58	8	4
65	53	8	61	5	1
66	53	1	54	6	6
67	53	3	56	9	2
68	54	4	58	5	8
69	54	9	63	8	4
70	55	3	58	6	8
71	55	9	64	6	4
72	56	3	59	6	4
73	56	5	61	6	1
74	58	8	66	10	2
75	58	2	60	8	7
76	58	10	68	10	4
77	59	1	60	6	2
78	60	1	61	8	1
79	61	4	65	6	5
80	61	3	64	8	3
81	64	5	69	10	4
82	64	9	73	8	5
83	64	7	71	6	1
84	65	6	71	7	6
85	66	1	67	10	4
86	67	10	77	10	3
87	68	7	75	8	6
88	69	6	75	5	1
89	71	7	78	10	2
90	71	2	73	8	1
91	73	1	74	7	4
92	73	9	82	9	3
93	74	9	83	5	7
94	74	2	76	7	5
95	75	2	77	8	8
96	75	9	84	8	1
97	77	2	79	9	8
98	78	7	85	5	6
99	79	3	82	10	7
100	82	6	88	5	2
101	82	9	91	8	2
102	82	8	90	6	3
103	82	3	85	9	5
104	84	6	90	10	6
105	88	5	93	6	5
106	90	2	92	6	2
107	91	5	96	5	5
108	91	5	96	10	4
109	92	8	100	9	2
110	96	7	103	7	4
111	100	8	108	8	8
112	100	8	108	5	1
113	103	5	108	9	8
114	108	4	112	7	6
115	108	9	117	8	3
116	108	3	111	5	1
117	111	8	119	5	3
118	112	9	121	7	3
119	117	6	123	6	5
120	123	1	124	8	5
