作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	7	7	8	1
2	0	5	5	6	5
3	1	2	3	9	6
4	3	10	13	6	1
5	3	10	13	5	7
6	5	10	15	9	4
7	5	2	7	7	5
8	5	1	6	8	3
9	6	5	11	8	3
10	6	4	10	7	4
11	7	10	17	10	1
12	7	9	16	9	4
13	7	7	14	5	2
14	10	8	18	5	5
15	10	4	14	9	3
16	11	5	16	8	4
17	11	4	15	9	6
18	12	1	13	10	5
19	13	10	23	6	8
20	13	8	21	6	3
21	13	2	15	5	3
22	14	2	16	6	6
23	14	8	22	7	1
24	15	4	19	9	5
25	15	4	19	9	8
26	16	5	21	5	3
27	16	6	22	9	4
28	17	4	21	10	5
29	17	8	25	7	7
30	18	9	27	7	4
31	18	9	27	7	6
32	18	7	25	7	6
33	19	10	29	6	3
34	21	5	26	9	6
35	21	2	23	9	8
36	22	2	24	5	6
37	22	10	32	5	1
38	23	8	31	7	5
39	23	8	31	10	8
40	23	8	31	10	1
41	24	10	34	7	5
42	24	7	31	9	7
43	25	7	32	6	3
44	25	1	26	9	3
45	26	10	36	9	4
46	26	6	32	5	3
47	26	2	28	8	6
48	27	1	28	9	3
49	27	5	32	10	4
50	28	1	29	8	2
51	28	6	34	6	8
52	28	5	33	10	7
53	29	2	31	10	3
54	29	3	32	6	5
55	29	7	36	10	4
56	30	4	34	8	4
57	30	2	32	10	3
58	31	8	39	10	8
59	31	4	35	10	5
60	31	9	40	7	8
61	31	9	40	7	4
62	32	2	34	10	3
63	32	7	39	9	6
64	33	5	38	5	3
65	33	9	42	6	2
66	33	7	40	8	4
67	34	2	36	7	6
68	34	6	40	9	5
69	36	4	40	8	1
70	36	5	41	10	8
71	36	7	43	5	2
72	37	1	38	7	3
73	39	6	45	9	6
74	39	1	40	7	2
75	40	10	50	9	7
76	40	6	46	7	4
77	40	10	50	10	5
78	40	4	44	9	7
79	41	10	51	5	6
80	41	2	43	5	1
81	41	2	43	6	8
82	41	10	51	6	7
83	42	5	47	10	2
84	43	6	49	5	3
85	43	6	49	8	4
86	44	4	48	6	7
87	48	5	53	9	5
88	49	2	51	10	3
89	49	9	58	5	6
90	49	6	55	7	1
91	50	6	56	7	8
92	50	2	52	8	4
93	51	9	60	9	2
94	51	9	60	8	7
95	52	2	54	10	1
96	52	3	55	8	1
97	53	7	60	5	7
98	53	8	61	8	2
99	54	7	61	10	5
100	55	10	65	8	6
101	55	10	65	9	1
102	56	3	59	8	3
103	58	7	65	8	5
104	60	7	67	9	3
105	60	2	62	9	4
106	61	5	66	9	3
107	61	8	69	5	8
108	62	8	70	9	3
109	65	3	68	7	8
110	65	3	68	5	6
111	66	1	67	8	2
112	67	4	71	6	5
113	68	7	75	10	2
114	69	1	70	10	8
115	70	9	79	10	6
116	70	7	77	7	5
117	71	2	73	5	7
118	75	1	76	7	3
119	79	6	85	6	3
120	85	2	87	9	2
