作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	10	10	5	6
2	0	1	1	10	3
3	1	6	7	6	6
4	1	10	11	9	4
5	1	10	11	8	1
6	2	2	4	5	7
7	4	9	13	10	2
8	4	10	14	8	5
9	4	4	8	6	1
10	7	1	8	8	1
11	8	3	11	8	7
12	10	6	16	5	7
13	10	7	17	7	7
14	11	4	15	8	5
15	11	6	17	8	5
16	11	6	17	9	1
17	12	8	20	5	6
18	12	3	15	5	1
19	12	2	14	7	6
20	13	3	16	6	7
21	15	4	19	8	8
22	15	8	23	8	7
23	16	2	18	7	6
24	16	7	23	8	3
25	17	2	19	9	4
26	17	1	18	9	7
27	17	9	26	9	2
28	17	1	18	10	3
29	18	1	19	8	2
30	18	3	21	10	4
31	19	9	28	5	1
32	19	6	25	9	1
33	19	4	23	6	1
34	20	10	30	9	2
35	20	3	23	5	5
36	21	5	26	6	6
37	23	8	31	9	7
38	25	3	28	7	5
39	25	8	33	6	3
40	26	7	33	6	6
41	28	10	38	6	2
42	28	10	38	10	3
43	28	5	33	9	8
44	29	7	36	6	7
45	29	10	39	10	7
46	31	9	40	7	2
47	31	9	40	9	7
48	33	4	37	9	5
49	33	6	39	6	5
50	33	6	39	7	4
51	33	5	38	10	4
52	33	6	39	6	1
53	34	9	43	6	2
54	37	4	41	5	8
55	38	8	46	9	3
56	38	5	43	5	2
57	39	3	42	10	2
58	39	3	42	6	8
59	40	7	47	5	4
60	40	5	45	6	4
61	41	1	42	9	8
62	41	1	42	6	3
63	42	5	47	5	8
64	42	6	48	10	8
65	42	10	52	5	8
66	43	10	53	7	6
67	43	4	47	9	8
68	45	9	54	10	7
69	45	10	55	5	7
70	46	4	50	5	5
71	46	7	53	10	3
72	47	10	57	5	5
73	47	7	54	9	3
74	48	9	57	7	5
75	50	8	58	8	7
76	53	2	55	7	6
77	54	9	63	6	1
78	54	6	60	8	8
79	54	9	63	5	8
80	54	7	61	10	3
81	55	7	62	6	2
82	57	4	61	10	6
83	57	3	60	10	5
84	58	2	60	7	8
85	60	9	69	7	4
86	60	1	61	10	3
87	60	4	64	7	6
88	61	9	70	8	5
89	61	7	68	10	6
90	61	7	68	8	7
91	63	3	66	8	3
92	63	6	69	7	3
93	68	7	75	8	6
94	68	3	71	7	6
95	68	5	73	7	8
96	69	10	79	8	1
97	70	4	74	10	7
98	71	2	73	7	6
99	73	8	81	7	3
100	73	3	76	9	2
101	74	1	75	10	4
102	75	3	78	6	1
103	76	6	82	10	1
104	78	9	87	6	5
105	79	5	84	8	1
106	79	8	87	5	4
107	82	6	88	6	1
108	87	9	96	9	8
109	88	10	98	9	5
110	88	6	94	5	2
111	88	9	97	5	6
112	94	4	98	8	4
113	94	5	99	10	7
114	96	1	97	7	6
115	98	2	100	7	7
116	99	6	105	5	5
117	99	7	106	10	4
118	100	6	106	10	2
119	106	4	110	5	2
120	110	3	113	7	6
