作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	4	4	6	5
2	0	10	10	9	6
3	0	6	6	5	5
4	4	4	8	10	7
5	4	10	14	9	6
6	6	4	10	5	2
7	6	2	8	10	1
8	8	2	10	5	4
9	8	3	11	9	7
10	10	5	15	6	7
11	10	9	19	7	5
12	11	9	20	6	6
13	11	4	15	8	8
14	14	7	21	9	4
15	15	9	24	10	7
16	15	6	21	10	5
17	19	8	27	9	1
18	21	3	24	7	5
19	21	9	30	5	2
20	22	5	27	5	4
21	24	8	32	10	8
22	24	6	30	7	8
23	24	6	30	7	5
24	27	1	28	8	6
25	27	4	31	10	2
26	30	1	31	10	7
27	30	9	39	7	7
28	31	1	32	5	6
29	31	2	33	6	1
30	32	10	42	5	1
31	32	2	34	9	5
32	33	10	43	10	8
33	34	6	40	9	5
34	34	10	44	7	7
35	39	9	48	8	5
36	40	1	41	7	5
37	41	1	42	8	7
38	42	10	52	9	4
39	43	10	53	5	3
40	43	4	47	6	8
41	44	7	51	7	1
42	48	5	53	8	6
43	48	4	52	9	1
44	51	8	59	5	8
45	52	10	62	10	7
46	52	3	55	6	8
47	53	2	55	5	1
48	55	10	65	9	4
49	55	7	62	10	5
50	59	5	64	6	7
51	62	8	70	6	7
52	62	3	65	5	3
53	64	2	66	9	3
54	65	8	73	6	6
55	65	6	71	5	6
56	65	2	67	8	8
57	66	3	69	9	1
58	70	1	71	9	6
59	70	7	77	10	2
60	71	9	80	5	6
61	71	7	78	7	5
62	73	2	75	9	7
63	75	1	76	6	5
64	76	3	79	8	5
65	77	10	87	5	3
66	78	2	80	8	5
67	78	7	85	5	4
68	80	3	83	9	5
69	80	1	81	5	2
70	83	9	92	10	4
71	83	1	84	10	4
72	84	7	91	9	3
73	85	7	92	6	3
74	85	8	93	5	8
75	87	5	92	7	1
76	92	5	97	7	6
77	92	1	93	7	4
78	92	4	96	6	6
79	92	6	98	10	2
80	93	3	96	5	2
81	93	8	101	9	5
82	96	10	106	8	6
83	96	9	105	5	1
84	97	5	102	10	4
85	98	10	108	6	1
86	101	3	104	8	6
87	101	10	111	6	6
88	105	5	110	9	8
89	105	8	113	9	5
90	106	5	111	8	7
91	106	7	113	7	6
92	108	2	110	6	1
93	110	4	114	10	7
94	110	2	112	5	6
95	111	5	116	5	2
96	113	4	117	8	7
97	113	6	119	5	6
98	114	1	115	8	3
99	115	9	124	10	2
100	115	1	116	6	3
101	116	10	126	7	6
102	116	5	121	8	3
103	117	7	124	7	6
104	121	8	129	7	7
105	121	2	123	9	3
106	124	4	128	10	4
107	124	7	131	9	2
108	126	8	134	9	2
109	128	6	134	7	4
110	129	4	133	9	3
111	131	10	141	10	2
112	133	4	137	6	1
113	133	5	138	7	7
114	134	6	140	8	5
115	137	7	144	5	4
116	141	1	142	5	5
117	142	8	150	6	3
118	144	10	154	7	6
119	150	6	156	10	7
120	156	1	157	8	2
