作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	5	5	10	7
2	0	4	4	6	1
3	0	9	9	8	4
4	4	8	12	10	3
5	4	8	12	5	5
6	5	1	6	5	7
7	5	1	6	7	6
8	6	2	8	8	6
9	9	8	17	5	1
10	9	10	19	7	7
11	12	8	20	5	2
12	12	1	13	10	8
13	12	4	16	7	2
14	13	4	17	5	6
15	16	3	19	5	5
16	16	10	26	6	2
17	17	1	18	9	7
18	19	3	22	7	7
19	19	6	25	8	1
20	19	9	28	7	3
21	20	4	24	10	2
22	20	1	21	8	1
23	20	1	21	6	3
24	21	2	23	9	3
25	22	10	32	9	6
26	22	9	31	6	2
27	22	5	27	5	6
28	24	9	33	7	7
29	25	5	30	9	4
30	25	9	34	8	4
31	27	8	35	6	3
32	28	9	37	5	4
33	31	5	36	6	8
34	32	6	38	5	5
35	32	7	39	6	6
36	34	2	36	5	8
37	35	6	41	8	1
38	36	2	38	10	8
39	37	8	45	8	7
40	39	7	46	9	2
41	39	6	45	7	7
42	40	9	49	10	4
43	40	2	42	7	1
44	42	10	52	5	8
45	45	8	53	7	6
46	45	9	54	5	2
47	46	1	47	8	8
48	46	5	51	5	6
49	47	10	57	5	1
50	47	2	49	9	3
51	49	8	57	6	1
52	49	2	51	5	1
53	49	10	59	8	2
54	53	7	60	8	8
55	53	5	58	9	4
56	57	7	64	5	8
57	57	3	60	9	4
58	58	7	65	5	4
59	59	5	64	6	7
60	60	6	66	5	3
61	60	2	62	9	1
62	60	7	67	5	5
63	62	5	67	8	8
64	62	9	71	7	6
65	64	2	66	5	2
66	65	2	67	10	5
67	65	7	72	5	3
68	66	8	74	10	3
69	66	4	70	9	8
70	66	1	67	9	2
71	67	9	76	8	1
72	67	8	75	6	1
73	67	6	73	8	2
74	68	6	74	8	1
75	71	4	75	10	5
76	72	8	80	7	2
77	73	3	76	10	5
78	75	3	78	8	1
79	75	10	85	10	5
80	76	9	85	7	5
81	76	10	86	9	8
82	78	1	79	10	6
83	79	1	80	7	4
84	79	3	82	10	3
85	80	1	81	7	6
86	80	1	81	9	3
87	81	6	87	10	8
88	81	4	85	9	6
89	82	3	85	10	1
90	85	1	86	10	4
91	85	10	95	7	4
92	86	4	90	8	4
93	86	9	95	9	7
94	87	10	97	8	5
95	87	6	93	9	8
96	90	1	91	7	2
97	91	3	94	8	2
98	91	1	92	7	5
99	93	2	95	6	5
100	95	10	105	8	1
101	95	3	98	6	2
102	96	5	101	9	3
103	98	1	99	10	1
104	101	6	107	6	1
105	101	4	105	9	7
106	105	9	114	5	7
107	105	1	106	8	8
108	106	2	108	5	3
109	106	5	111	6	4
110	108	4	112	10	6
111	108	7	115	9	3
112	111	2	113	8	5
113	113	3	116	6	4
114	115	2	117	10	6
115	116	3	119	7	2
116	117	7	124	7	4
117	119	9	128	7	7
118	124	8	132	6	3
119	128	8	136	9	3
120	136	6	142	8	6
