作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	8	8	6	2
2	0	9	9	7	5
3	0	4	4	10	3
4	4	1	5	6	1
5	4	7	11	6	3
6	5	9	14	10	3
7	8	7	15	6	4
8	8	1	9	9	4
9	9	6	15	7	6
10	9	5	14	6	4
11	9	10	19	7	2
12	10	2	12	8	2
13	11	8	19	8	1
14	11	9	20	10	4
15	14	3	17	10	5
16	14	4	18	7	4
17	15	4	19	7	2
18	15	2	17	10	1
19	15	1	16	9	4
20	16	6	22	6	8
21	16	7	23	5	6
22	16	1	17	7	2
23	18	1	19	6	7
24	18	1	19	7	5
25	19	6	25	10	4
26	19	4	23	5	1
27	19	3	22	9	4
28	20	5	25	10	8
29	20	7	27	8	2
30	21	5	26	5	8
31	22	10	32	7	7
32	22	7	29	5	7
33	25	10	35	10	5
34	25	1	26	10	1
35	25	9	34	8	6
36	26	6	32	9	8
37	26	1	27	7	3
38	26	10	36	7	6
39	27	9	36	9	3
40	27	10	37	10	7
41	29	4	33	8	4
42	29	4	33	8	4
43	32	8	40	7	4
44	33	3	36	9	8
45	33	5	38	6	8
46	33	4	37	7	4
47	34	6	40	7	4
48	35	8	43	8	3
49	35	8	43	8	6
50	35	5	40	7	5
51	36	5	41	10	3
52	36	8	44	10	2
53	37	8	45	8	2
54	37	10	47	8	3
55	38	1	39	5	2
56	39	9	48	6	3
57	40	8	48	6	2
58	40	3	43	6	8
59	40	1	41	6	6
60	41	4	45	7	4
61	41	8	49	10	1
62	41	7	48	9	6
63	41	2	43	6	3
64	42	3	45	8	8
65	43	1	44	9	1
66	43	10	53	5	1
67	44	5	49	10	3
68	44	2	46	10	3
69	45	2	47	8	3
70	45	10	55	9	2
71	45	7	52	10	3
72	47	7	54	10	1
73	47	3	50	9	2
74	47	6	53	5	2
75	48	1	49	5	6
76	48	10	58	5	7
77	48	8	56	6	8
78	49	1	50	9	7
79	49	5	54	8	2
80	49	9	58	10	3
81	50	10	60	8	5
82	50	1	51	8	8
83	51	3	54	5	2
84	51	3	54	7	8
85	52	6	58	6	1
86	54	3	57	7	7
87	54	6	60	10	2
88	54	10	64	8	4
89	54	1	55	5	6
90	55	7	62	10	1
91	56	6	62	6	4
92	56	7	63	10	2
93	58	7	65	5	3
94	58	5	63	9	8
95	60	5	65	8	1
96	60	4	64	9	3
97	60	8	68	7	5
98	63	9	72	8	2
99	63	3	66	9	8
100	63	8	71	5	5
101	64	7	71	10	2
102	64	7	71	10	2
103	66	5	71	6	3
104	66	7	73	10	1
105	68	1	69	7	3
106	69	8	77	9	7
107	69	8	77	6	7
108	71	1	72	5	1
109	71	4	75	9	4
110	72	7	79	10	6
111	73	3	76	7	4
112	75	4	79	7	2
113	76	8	84	6	2
114	76	1	77	7	3
115	77	5	82	8	3
116	79	8	87	9	2
117	82	7	89	9	4
118	84	10	94	6	1
119	87	10	97	8	6
120	89	3	92	10	7
