作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	7	7	5	1
2	0	2	2	10	6
3	0	3	3	5	7
4	2	4	6	9	5
5	2	6	8	8	8
6	6	7	13	5	4
7	6	7	13	5	5
8	6	9	15	7	1
9	7	3	10	9	4
10	7	6	13	6	5
11	8	8	16	8	8
12	13	8	21	9	2
13	13	7	20	7	1
14	13	7	20	10	8
15	14	3	17	10	8
16	15	7	22	10	5
17	17	2	19	8	3
18	20	9	29	6	7
19	20	3	23	10	4
20	20	5	25	5	8
21	21	2	23	5	5
22	21	1	22	9	4
23	22	4	26	10	3
24	22	8	30	10	2
25	23	1	24	5	1
26	23	8	31	8	5
27	24	2	26	10	2
28	24	9	33	5	2
29	25	2	27	6	7
30	26	2	28	6	8
31	26	4	30	10	7
32	29	10	39	9	5
33	30	6	36	5	5
34	30	5	35	10	7
35	31	7	38	6	5
36	33	3	36	6	3
37	33	9	42	6	3
38	35	1	36	7	1
39	36	4	40	6	4
40	36	10	46	6	2
41	36	7	43	6	7
42	38	8	46	10	7
43	39	7	46	6	4
44	39	9	48	8	3
45	40	6	46	6	1
46	43	5	48	8	1
47	46	7	53	5	1
48	46	1	47	5	2
49	46	10	56	10	1
50	46	5	51	7	4
51	48	3	51	7	1
52	48	10	58	10	4
53	51	5	56	9	3
54	51	4	55	6	6
55	51	8	59	9	8
56	55	6	61	10	7
57	56	7	63	8	1
58	58	1	59	9	1
59	58	6	64	10	7
60	59	4	63	6	5
61	61	10	71	10	5
62	61	2	63	8	2
63	63	4	67	5	2
64	63	7	70	5	2
65	63	9	72	6	3
66	64	6	70	6	1
67	67	7	74	5	7
68	71	3	74	9	2
69	71	1	72	10	4
70	72	3	75	5	8
71	72	2	74	6	8
72	74	5	79	8	3
73	74	2	76	5	6
74	74	7	81	7	1
75	74	8	82	7	1
76	75	1	76	6	1
77	75	9	84	9	7
78	76	5	81	7	7
79	76	6	82	8	6
80	81	10	91	7	5
81	81	8	89	5	1
82	82	7	89	7	4
83	82	10	92	9	8
84	83	9	92	10	7
85	84	1	85	6	4
86	85	2	87	5	5
87	89	9	98	9	3
88	89	10	99	7	1
89	91	5	96	10	2
90	91	10	101	5	3
91	92	5	97	9	1
92	92	6	98	9	2
93	92	8	100	5	2
94	97	1	98	6	2
95	98	1	99	7	8
96	98	7	105	9	3
97	99	1	100	5	5
98	99	6	105	9	2
99	100	8	108	8	3
100	100	8	108	8	2
101	101	10	111	9	5
102	101	8	109	9	8
103	105	8	113	10	6
104	105	6	111	6	4
105	109	6	115	7	4
106	109	1	110	10	3
107	109	8	117	8	1
108	110	3	113	9	1
109	111	10	121	6	2
110	111	5	116	6	5
111	113	3	116	8	6
112	113	4	117	7	4
113	116	9	125	9	7
114	116	2	118	8	2
115	117	8	125	8	2
116	117	3	120	8	6
117	121	9	130	8	8
118	125	2	127	8	2
119	130	4	134	6	7
120	134	2	136	6	3
