作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	9	9	8	7
2	0	6	6	9	1
3	0	3	3	8	8
4	3	3	6	10	4
5	3	1	4	6	6
6	4	4	8	9	1
7	4	8	12	10	8
8	6	1	7	7	8
9	6	5	11	6	6
10	6	6	12	5	2
11	7	4	11	10	4
12	7	4	11	6	1
13	9	3	12	7	4
14	9	3	12	5	2
15	9	9	18	9	3
16	11	5	16	6	2
17	12	10	22	10	8
18	12	3	15	5	4
19	12	8	20	7	5
20	12	1	13	8	3
21	13	1	14	10	3
22	13	1	14	8	6
23	14	5	19	5	5
24	14	7	21	8	8
25	14	8	22	6	5
26	15	10	25	9	3
27	15	7	22	5	5
28	16	5	21	9	1
29	16	4	20	8	6
30	16	8	24	8	1
31	17	2	19	10	6
32	20	8	28	8	8
33	21	1	22	7	5
34	22	9	31	6	8
35	22	1	23	10	1
36	22	5	27	7	6
37	22	9	31	5	7
38	22	2	24	6	6
39	23	10	33	10	6
40	23	7	30	5	8
41	23	8	31	10	2
42	24	9	33	5	3
43	25	1	26	8	8
44	28	6	34	5	3
45	30	6	36	6	8
46	30	6	36	10	7
47	31	5	36	10	5
48	33	9	42	7	2
49	33	2	35	9	5
50	33	1	34	7	4
51	34	9	43	7	5
52	34	3	37	10	1
53	34	4	38	5	1
54	35	7	42	6	3
55	35	5	40	6	1
56	36	4	40	6	8
57	36	3	39	8	6
58	36	4	40	5	6
59	36	8	44	8	3
60	37	10	47	7	3
61	37	4	41	8	8
62	38	2	40	9	1
63	39	1	40	6	6
64	39	10	49	9	5
65	40	2	42	6	1
66	40	9	49	10	3
67	42	6	48	6	5
68	42	2	44	8	3
69	42	7	49	6	8
70	43	7	50	6	5
71	44	2	46	9	6
72	47	10	57	5	2
73	47	8	55	9	8
74	47	9	56	5	2
75	48	10	58	7	7
76	49	10	59	8	4
77	55	5	60	6	8
78	55	7	62	10	4
79	57	6	63	10	8
80	57	3	60	10	4
81	58	4	62	6	5
82	58	9	67	5	2
83	60	6	66	6	8
84	62	4	66	8	1
85	62	6	68	6	7
86	63	2	65	7	6
87	65	2	67	5	7
88	66	4	70	8	7
89	66	3	69	10	5
90	66	6	72	7	2
91	67	4	71	8	5
92	67	9	76	6	5
93	68	2	70	8	4
94	70	3	73	5	3
95	71	5	76	8	1
96	71	3	74	7	3
97	71	7	78	5	7
98	74	1	75	6	2
99	75	8	83	8	7
100	76	5	81	10	7
101	76	4	80	7	8
102	76	3	79	5	5
103	77	6	83	6	7
104	77	3	80	7	4
105	79	3	82	7	1
106	81	7	88	8	4
107	82	6	88	8	6
108	83	1	84	10	7
109	83	4	87	7	5
110	84	8	92	9	7
111	88	7	95	9	3
112	95	3	98	8	1
113	95	2	97	7	2
114	95	3	98	8	3
115	98	10	108	8	4
116	98	5	103	6	1
117	98	8	106	8	5
118	98	7	105	9	5
119	105	5	110	7	6
120	108	4	112	6	6
