作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	5	5	7	3
2	0	1	1	10	4
3	1	2	3	6	7
4	1	4	5	6	1
5	1	8	9	7	8
6	5	10	15	9	2
7	5	1	6	5	6
8	6	1	7	10	7
9	6	6	12	7	4
10	6	5	11	9	3
11	7	8	15	6	2
12	7	5	12	9	4
13	8	10	18	6	6
14	9	1	10	6	8
15	9	10	19	8	4
16	11	8	19	6	5
17	12	10	22	10	3
18	15	1	16	6	4
19	15	7	22	6	4
20	18	1	19	5	6
21	18	1	19	10	5
22	19	2	21	9	6
23	19	7	26	5	5
24	19	10	29	8	5
25	20	2	22	9	8
26	21	2	23	5	1
27	22	9	31	10	4
28	22	2	24	10	2
29	22	4	26	8	5
30	23	1	24	6	6
31	26	1	27	8	3
32	26	3	29	7	1
33	26	5	31	9	2
34	27	4	31	6	6
35	27	2	29	6	4
36	29	4	33	8	8
37	31	10	41	7	1
38	31	7	38	7	6
39	31	5	36	7	1
40	33	10	43	6	6
41	36	4	40	5	6
42	38	1	39	5	6
43	39	2	41	6	1
44	40	9	49	8	4
45	41	6	47	7	1
46	43	7	50	10	7
47	43	1	44	6	4
48	44	4	48	5	5
49	47	2	49	6	6
50	47	4	51	10	8
51	49	3	52	6	8
52	49	8	57	6	3
53	49	6	55	7	2
54	50	6	56	9	7
55	52	7	59	5	2
56	55	7	62	9	5
57	55	8	63	6	5
58	56	7	63	8	8
59	57	10	67	5	6
60	57	8	65	9	6
61	59	10	69	8	7
62	62	3	65	6	2
63	63	4	67	8	7
64	65	5	70	8	1
65	65	7	72	10	7
66	65	2	67	7	7
67	69	2	71	5	3
68	70	2	72	7	1
69	71	7	78	8	6
70	72	7	79	6	2
71	72	4	76	6	8
72	72	4	76	7	2
73	72	8	80	7	3
74	76	8	84	8	6
75	78	7	85	9	2
76	79	4	83	7	4
77	79	9	88	10	2
78	84	5	89	7	4
79	85	3	88	9	8
80	85	8	93	9	5
81	88	6	94	8	6
82	88	6	94	9	2
83	88	10	98	9	8
84	88	8	96	7	7
85	88	9	97	6	5
86	89	8	97	7	4
87	94	6	100	7	5
88	94	5	99	7	5
89	95	7	102	7	1
90	97	10	107	9	2
91	100	7	107	6	8
92	102	6	108	6	6
93	102	2	104	7	1
94	104	3	107	9	7
95	107	2	109	10	8
96	107	6	113	7	5
97	107	1	108	10	6
98	108	8	116	8	5
99	109	10	119	5	2
100	113	6	119	7	4
101	116	5	121	10	6
102	116	3	119	7	3
103	116	5	121	10	8
104	119	10	129	5	4
105	119	5	124	9	7
106	121	3	124	5	6
107	121	7	128	6	5
108	121	9	130	6	5
109	124	9	133	8	1
110	124	8	132	10	6
111	125	7	132	5	5
112	128	6	134	10	3
113	130	2	132	5	7
114	132	6	138	7	6
115	132	3	135	10	7
116	133	8	141	8	2
117	134	9	143	8	3
118	138	2	140	6	5
119	141	6	147	8	8
120	143	10	153	10	3
