作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	6	6	10	2
2	0	2	2	10	7
3	0	5	5	6	3
4	2	8	10	5	7
5	3	2	5	5	7
6	5	7	12	6	8
7	5	5	10	5	6
8	5	3	8	7	8
9	6	7	13	10	4
10	8	1	9	6	8
11	9	7	16	10	2
12	9	8	17	10	4
13	10	5	15	5	2
14	10	10	20	9	4
15	12	3	15	5	2
16	12	5	17	5	1
17	13	10	23	5	1
18	15	7	22	5	5
19	15	2	17	10	2
20	16	8	24	10	4
21	16	1	17	8	2
22	16	9	25	9	3
23	17	3	20	8	4
24	17	1	18	6	2
25	17	10	27	10	6
26	18	9	27	10	6
27	20	1	21	10	4
28	20	7	27	10	6
29	20	9	29	6	5
30	22	5	27	9	8
31	22	3	25	7	6
32	24	3	27	9	7
33	24	9	33	9	2
34	25	5	30	10	1
35	27	5	32	8	7
36	27	4	31	10	7
37	27	4	31	8	7
38	28	6	34	6	6
39	29	3	32	7	5
40	30	7	37	10	5
41	30	2	32	10	6
42	31	10	41	8	4
43	31	4	35	6	4
44	31	4	35	5	5
45	32	9	41	5	4
46	32	10	42	6	4
47	34	1	35	7	8
48	34	1	35	10	1
49	35	4	39	8	8
50	35	3	38	8	4
51	35	2	37	8	3
52	37	1	38	8	1
53	37	4	41	9	2
54	37	4	41	5	2
55	38	5	43	6	2
56	38	7	45	6	6
57	41	7	48	8	3
58	41	6	47	5	7
59	41	4	45	10	3
60	42	8	50	8	3
61	42	5	47	5	3
62	45	1	46	10	2
63	45	2	47	7	5
64	46	3	49	7	5
65	46	10	56	9	2
66	47	6	53	6	5
67	47	8	55	10	4
68	48	10	58	5	6
69	49	9	58	5	5
70	49	2	51	8	1
71	49	6	55	7	8
72	53	8	61	7	8
73	53	8	61	6	5
74	55	9	64	9	1
75	56	8	64	10	2
76	61	8	69	5	2
77	61	1	62	6	3
78	61	4	65	7	2
79	62	1	63	6	4
80	62	8	70	8	2
81	62	10	72	8	5
82	64	8	72	7	8
83	64	10	74	10	6
84	64	3	67	10	2
85	64	6	70	6	4
86	65	4	69	9	4
87	69	7	76	9	5
88	69	6	75	10	1
89	70	8	78	10	1
90	70	7	77	10	8
91	72	4	76	9	4
92	74	8	82	8	5
93	76	7	83	6	1
94	76	10	86	6	5
95	76	9	85	5	7
96	77	8	85	6	6
97	78	9	87	10	4
98	78	7	85	7	7
99	82	2	84	8	4
100	84	3	87	10	5
101	85	6	91	9	6
102	86	5	91	9	5
103	86	10	96	8	5
104	87	9	96	7	7
105	87	1	88	7	2
106	88	5	93	6	3
107	91	9	100	7	6
108	91	2	93	7	2
109	93	4	97	10	7
110	93	10	103	9	8
111	96	4	100	7	3
112	100	4	104	5	4
113	100	6	106	5	8
114	100	3	103	7	3
115	101	5	106	5	2
116	103	1	104	8	5
117	104	4	108	5	3
118	104	2	106	6	1
119	106	2	108	8	1
120	108	3	111	5	5
