作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	2	2	5	4
2	0	3	3	10	5
3	0	7	7	8	7
4	2	9	11	6	5
5	2	1	3	10	4
6	3	2	5	5	8
7	3	6	9	6	6
8	4	4	8	6	7
9	4	6	10	9	7
10	7	5	12	10	6
11	7	3	10	5	6
12	8	1	9	6	8
13	8	1	9	6	2
14	9	4	13	9	8
15	10	9	19	5	7
16	10	2	12	9	1
17	10	5	15	7	8
18	11	4	15	10	2
19	11	6	17	10	6
20	12	9	21	5	6
21	12	9	21	8	7
22	13	10	23	6	5
23	13	4	17	6	5
24	15	8	23	9	6
25	15	10	25	5	2
26	15	10	25	10	1
27	17	2	19	9	7
28	17	10	27	10	3
29	19	8	27	5	1
30	19	10	29	7	3
31	19	4	23	5	3
32	21	1	22	8	2
33	21	1	22	9	8
34	22	6	28	8	3
35	23	7	30	10	1
36	23	3	26	10	1
37	23	1	24	8	2
38	24	1	25	5	3
39	25	9	34	7	7
40	27	6	33	9	6
41	27	5	32	7	1
42	28	7	35	10	7
43	29	9	38	9	6
44	29	2	31	7	5
45	29	7	36	5	5
46	29	1	30	5	7
47	30	3	33	6	7
48	30	4	34	9	2
49	31	9	40	6	2
50	31	9	40	9	3
51	32	1	33	10	4
52	32	5	37	10	8
53	33	1	34	6	8
54	33	8	41	7	5
55	34	10	44	9	5
56	34	8	42	10	4
57	34	9	43	7	6
58	36	6	42	10	8
59	37	2	39	7	6
60	38	3	41	6	1
61	38	1	39	8	1
62	40	10	50	6	3
63	40	2	42	5	1
64	40	6	46	9	7
65	41	4	45	8	8
66	41	5	46	10	2
67	41	2	43	10	4
68	42	6	48	9	8
69	42	6	48	6	8
70	43	8	51	8	8
71	43	8	51	6	7
72	43	9	52	10	4
73	44	8	52	8	6
74	46	3	49	8	5
75	46	10	56	10	6
76	46	6	52	9	5
77	48	2	50	10	6
78	48	3	51	9	8
79	48	2	50	6	4
80	50	1	51	10	3
81	50	2	52	6	5
82	50	10	60	5	7
83	51	6	57	8	6
84	52	4	56	7	8
85	52	4	56	10	8
86	52	10	62	9	4
87	53	5	58	6	4
88	53	10	63	9	6
89	53	4	57	5	6
90	56	1	57	9	4
91	56	4	60	8	2
92	57	7	64	10	7
93	57	3	60	5	4
94	57	8	65	7	2
95	57	3	60	8	8
96	60	5	65	8	6
97	60	8	68	5	3
98	60	6	66	9	6
99	62	3	65	9	1
100	63	9	72	10	7
101	63	8	71	6	5
102	64	7	71	9	8
103	65	1	66	10	3
104	66	1	67	6	4
105	66	9	75	5	2
106	71	1	72	9	5
107	71	10	81	9	4
108	72	4	76	9	1
109	72	8	80	9	2
110	75	2	77	9	2
111	75	7	82	6	2
112	80	1	81	7	8
113	81	10	91	6	1
114	81	4	85	7	8
115	82	7	89	9	1
116	82	6	88	10	1
117	85	6	91	10	8
118	91	6	97	6	8
119	91	8	99	7	1
120	97	7	104	10	7
