作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	6	6	9	7
2	0	2	2	6	3
3	0	6	6	7	7
4	2	10	12	10	4
5	6	4	10	6	6
6	6	9	15	7	7
7	7	3	10	8	5
8	10	8	18	9	1
9	10	6	16	5	4
10	10	6	16	7	3
11	12	4	16	9	3
12	12	10	22	5	2
13	15	9	24	5	8
14	15	1	16	10	6
15	16	3	19	10	1
16	16	10	26	9	6
17	18	5	23	8	7
18	18	7	25	6	2
19	18	4	22	5	7
20	19	10	29	8	6
21	19	10	29	8	2
22	20	1	21	6	5
23	22	1	23	9	5
24	23	1	24	7	2
25	23	5	28	8	3
26	23	10	33	5	3
27	24	2	26	8	6
28	24	3	27	10	4
29	25	4	29	9	1
30	26	2	28	5	4
31	26	8	34	9	2
32	27	3	30	8	1
33	27	3	30	10	7
34	27	6	33	6	7
35	29	8	37	6	5
36	29	1	30	10	2
37	30	9	39	9	7
38	30	2	32	9	6
39	32	9	41	5	5
40	32	8	40	8	5
41	33	8	41	8	7
42	33	10	43	5	6
43	34	2	36	5	4
44	36	3	39	5	7
45	39	8	47	9	8
46	40	3	43	8	8
47	41	1	42	8	2
48	41	4	45	10	3
49	42	5	47	8	2
50	42	6	48	8	8
51	42	9	51	7	5
52	43	6	49	10	8
53	43	9	52	6	7
54	45	4	49	8	7
55	45	2	47	10	3
56	45	10	55	7	2
57	47	5	52	8	6
58	48	8	56	10	8
59	49	3	52	5	7
60	49	9	58	10	5
61	51	4	55	9	4
62	52	6	58	5	3
63	52	7	59	5	1
64	55	5	60	8	6
65	55	5	60	9	3
66	56	10	66	5	8
67	56	8	64	10	5
68	58	8	66	5	1
69	58	8	66	10	2
70	59	7	66	7	3
71	59	6	65	10	2
72	60	10	70	10	5
73	60	10	70	8	3
74	64	5	69	7	1
75	65	10	75	6	8
76	66	7	73	6	7
77	66	7	73	6	1
78	70	6	76	6	8
79	70	2	72	8	6
80	72	3	75	10	3
81	72	6	78	6	8
82	72	9	81	5	6
83	73	9	82	6	4
84	75	4	79	6	8
85	75	9	84	7	7
86	75	1	76	5	8
87	76	4	80	7	6
88	79	1	80	9	4
89	80	10	90	7	4
90	80	2	82	9	6
91	81	4	85	8	5
92	81	2	83	7	7
93	81	6	87	5	2
94	82	8	90	9	7
95	84	4	88	7	2
96	85	2	87	8	2
97	87	4	91	6	1
98	87	5	92	5	8
99	88	5	93	6	3
100	90	7	97	6	1
101	90	9	99	5	4
102	91	1	92	8	5
103	92	6	98	9	3
104	92	9	101	7	5
105	93	9	102	7	7
106	97	2	99	8	1
107	98	4	102	10	2
108	99	9	108	9	6
109	99	5	104	8	2
110	99	6	105	8	1
111	101	10	111	9	5
112	102	3	105	8	3
113	102	7	109	6	8
114	105	10	115	9	3
115	108	5	113	8	6
116	109	3	112	6	2
117	111	9	120	6	6
118	113	1	114	8	2
119	114	5	119	10	7
120	115	8	123	5	7
