作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	7	7	7	7
2	0	6	6	10	8
3	1	2	3	9	1
4	6	8	14	8	8
5	6	5	11	7	5
6	6	5	11	10	3
7	7	10	17	6	3
8	7	7	14	10	6
9	8	2	10	7	1
10	10	9	19	5	6
11	10	5	15	5	8
12	11	10	21	7	6
13	11	7	18	7	3
14	11	6	17	6	4
15	12	9	21	5	2
16	12	7	19	7	7
17	14	7	21	10	5
18	14	8	22	6	6
19	15	6	21	9	4
20	18	2	20	6	7
21	19	4	23	5	8
22	19	1	20	9	8
23	20	7	27	8	8
24	20	5	25	7	3
25	20	6	26	9	1
26	21	5	26	6	3
27	21	7	28	9	7
28	21	10	31	8	4
29	23	4	27	6	2
30	23	10	33	8	5
31	25	8	33	10	2
32	27	5	32	10	3
33	27	3	30	5	2
34	27	4	31	6	6
35	27	4	31	5	2
36	27	8	35	10	8
37	28	2	30	9	3
38	31	5	36	8	1
39	31	2	33	6	4
40	31	1	32	5	4
41	32	5	37	10	8
42	32	1	33	9	1
43	33	3	36	10	1
44	33	7	40	5	1
45	33	2	35	10	7
46	33	4	37	7	6
47	33	8	41	10	7
48	35	2	37	10	8
49	35	7	42	5	4
50	36	3	39	10	4
51	37	5	42	9	7
52	37	4	41	6	4
53	37	9	46	6	3
54	39	6	45	8	4
55	39	5	44	7	6
56	39	10	49	6	7
57	40	2	42	5	1
58	41	9	50	8	8
59	41	3	44	8	7
60	42	9	51	6	1
61	42	6	48	5	2
62	43	1	44	9	3
63	44	4	48	10	2
64	45	3	48	5	8
65	46	7	53	7	5
66	48	6	54	10	7
67	48	7	55	8	5
68	48	3	51	9	1
69	49	10	59	9	2
70	49	6	55	9	6
71	50	3	53	7	5
72	51	1	52	9	3
73	51	9	60	8	4
74	51	7	58	7	7
75	52	3	55	6	1
76	53	9	62	7	4
77	54	2	56	5	7
78	54	7	61	6	4
79	55	7	62	5	8
80	55	9	64	8	1
81	55	2	57	6	7
82	56	8	64	10	7
83	56	4	60	9	4
84	57	1	58	6	5
85	58	9	67	6	5
86	58	8	66	5	3
87	60	3	63	10	6
88	60	10	70	9	5
89	62	9	71	8	4
90	63	9	72	9	4
91	63	10	73	9	2
92	64	5	69	9	4
93	64	8	72	5	4
94	66	2	68	9	7
95	67	8	75	6	3
96	68	3	71	5	7
97	68	2	70	8	7
98	69	6	75	7	6
99	69	1	70	8	8
100	70	2	72	7	1
101	71	7	78	6	8
102	72	10	82	8	6
103	72	5	77	10	2
104	72	6	78	7	4
105	73	1	74	5	6
106	74	1	75	10	5
107	74	4	78	6	2
108	75	7	82	6	8
109	75	1	76	5	5
110	77	3	80	9	3
111	78	7	85	9	4
112	78	6	84	6	8
113	78	1	79	8	3
114	79	7	86	9	2
115	82	6	88	6	1
116	84	1	85	10	6
117	85	8	93	10	5
118	88	9	97	6	7
119	93	8	101	9	1
120	101	1	102	8	8
