作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	4	4	6	2
2	0	8	8	10	8
3	4	1	5	9	4
4	4	5	9	8	8
5	5	2	7	7	8
6	5	1	6	6	6
7	7	8	15	9	1
8	8	8	16	9	1
9	9	7	16	7	5
10	15	10	25	9	8
11	16	3	19	8	4
12	16	10	26	9	7
13	16	10	26	5	4
14	17	10	27	10	5
15	17	8	25	10	2
16	19	4	23	5	3
17	25	9	34	5	7
18	26	5	31	6	5
19	26	10	36	6	4
20	27	3	30	8	7
21	27	8	35	9	4
22	31	7	38	5	8
23	34	10	44	8	6
24	35	2	37	6	2
25	36	4	40	8	4
26	38	6	44	6	2
27	38	8	46	10	1
28	38	2	40	7	7
29	40	9	49	7	1
30	40	10	50	10	3
31	40	4	44	7	8
32	44	2	46	10	2
33	44	4	48	10	1
34	44	4	48	8	7
35	46	4	50	10	3
36	46	1	47	9	8
37	47	7	54	10	8
38	47	5	52	5	2
39	47	1	48	7	8
40	48	8	56	5	3
41	48	6	54	5	6
42	49	8	57	10	5
43	49	2	51	10	8
44	50	9	59	7	1
45	51	5	56	7	3
46	51	7	58	6	3
47	54	1	55	8	3
48	55	2	57	6	7
49	56	1	57	7	7
50	56	9	65	5	5
51	56	8	64	5	4
52	57	1	58	6	4
53	57	9	66	8	3
54	57	10	67	6	1
55	58	9	67	10	2
56	59	4	63	7	4
57	63	2	65	10	5
58	64	6	70	6	6
59	65	5	70	5	4
60	65	10	75	6	8
61	65	10	75	9	5
62	66	1	67	7	5
63	67	7	74	5	5
64	67	4	71	7	6
65	70	9	79	8	3
66	70	8	78	9	5
67	70	6	76	10	5
68	71	6	77	6	5
69	74	10	84	7	5
70	74	3	77	10	6
71	75	1	76	8	3
72	76	5	81	6	3
73	76	9	85	10	6
74	77	4	81	6	8
75	79	8	87	5	5
76	79	3	82	9	1
77	81	10	91	8	1
78	81	5	86	10	5
79	82	10	92	5	7
80	84	6	90	6	1
81	85	7	92	9	5
82	87	6	93	7	6
83	90	4	94	7	8
84	91	10	101	8	4
85	92	4	96	7	6
86	92	2	94	7	5
87	92	5	97	8	5
88	92	2	94	6	4
89	93	2	95	7	1
90	94	5	99	8	4
91	94	5	99	6	5
92	94	3	97	8	8
93	94	5	99	8	6
94	96	10	106	10	7
95	97	7	104	8	5
96	99	6	105	7	6
97	99	7	106	6	7
98	99	8	107	10	1
99	104	1	105	9	5
100	105	5	110	10	1
101	105	8	113	5	8
102	105	3	108	8	3
103	106	2	108	6	2
104	106	10	116	7	2
105	107	9	116	9	5
106	107	7	114	6	1
107	108	9	117	5	8
108	113	2	115	10	3
109	114	3	117	10	5
110	115	2	117	5	6
111	116	2	118	10	8
112	116	2	118	9	7
113	117	8	125	5	6
114	117	3	120	7	7
115	118	4	122	8	2
116	118	7	125	8	7
117	122	6	128	6	6
118	125	3	128	7	3
119	125	9	134	10	3
120	128	9	137	9	3
