作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	3	3	6	7
2	0	6	6	5	1
3	0	1	1	7	4
4	1	6	7	8	2
5	1	10	11	10	6
6	2	2	4	6	2
7	3	6	9	7	2
8	4	9	13	5	2
9	6	7	13	6	7
10	11	9	20	6	5
11	13	10	23	9	6
12	13	2	15	8	5
13	14	5	19	10	4
14	14	9	23	9	4
15	15	10	25	8	5
16	19	10	29	7	5
17	19	7	26	10	7
18	20	5	25	7	1
19	23	10	33	10	6
20	23	3	26	7	6
21	23	2	25	6	2
22	24	5	29	10	8
23	25	9	34	5	4
24	25	10	35	7	1
25	26	3	29	8	2
26	26	3	29	5	1
27	26	7	33	5	2
28	29	1	30	7	5
29	29	6	35	6	5
30	29	3	32	6	8
31	30	9	39	9	1
32	30	2	32	8	3
33	32	5	37	6	5
34	32	9	41	7	6
35	33	1	34	9	8
36	34	4	38	6	4
37	34	1	35	7	5
38	35	3	38	7	6
39	35	8	43	10	5
40	35	6	41	7	5
41	35	4	39	5	6
42	36	2	38	10	4
43	38	8	46	8	3
44	38	6	44	8	6
45	39	6	45	6	7
46	41	6	47	10	3
47	43	6	49	8	5
48	44	10	54	5	1
49	45	7	52	8	5
50	45	6	51	9	5
51	45	6	51	10	6
52	46	10	56	6	5
53	46	3	49	10	6
54	46	7	53	8	5
55	47	8	55	9	7
56	51	6	57	9	6
57	51	8	59	5	6
58	51	3	54	9	8
59	54	8	62	5	2
60	54	7	61	9	8
61	54	9	63	5	6
62	56	1	57	6	8
63	56	3	59	5	8
64	57	6	63	10	8
65	57	2	59	8	3
66	58	7	65	5	3
67	59	5	64	10	8
68	59	2	61	8	3
69	59	3	62	7	3
70	60	2	62	8	8
71	61	9	70	9	8
72	61	5	66	10	5
73	62	3	65	5	2
74	63	3	66	6	7
75	63	1	64	9	1
76	64	4	68	10	3
77	65	9	74	9	7
78	65	8	73	7	3
79	66	9	75	7	3
80	66	9	75	7	8
81	66	2	68	8	6
82	68	2	70	5	4
83	70	5	75	8	4
84	73	6	79	10	2
85	73	4	77	5	5
86	74	5	79	7	7
87	77	3	80	8	7
88	77	3	80	6	1
89	78	1	79	9	7
90	79	2	81	10	8
91	79	9	88	9	2
92	79	8	87	6	4
93	79	2	81	7	7
94	80	3	83	7	1
95	80	3	83	7	3
96	81	6	87	10	2
97	81	8	89	10	5
98	83	1	84	6	1
99	83	8	91	10	5
100	84	9	93	10	5
101	84	9	93	6	1
102	87	10	97	9	2
103	88	7	95	8	1
104	89	3	92	9	8
105	91	2	93	8	4
106	92	3	95	8	6
107	93	10	103	7	4
108	93	10	103	6	5
109	95	3	98	7	5
110	95	3	98	5	7
111	97	9	106	5	7
112	98	4	102	9	7
113	98	6	104	8	3
114	102	7	109	10	1
115	106	5	111	8	2
116	109	1	110	5	2
117	111	2	113	10	3
118	113	1	114	8	5
119	114	5	119	7	1
120	119	8	127	10	2
