作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	4	4	5	4
2	0	7	7	8	3
3	0	8	8	10	7
4	4	3	7	10	5
5	7	5	12	10	5
6	7	6	13	6	5
7	7	4	11	7	4
8	8	3	11	7	4
9	8	9	17	8	8
10	8	1	9	9	8
11	9	8	17	7	4
12	9	9	18	10	1
13	10	6	16	8	8
14	10	3	13	5	7
15	11	6	17	9	7
16	12	1	13	6	4
17	12	4	16	7	8
18	13	10	23	10	4
19	13	4	17	10	5
20	14	9	23	8	5
21	14	3	17	5	8
22	16	3	19	5	6
23	17	10	27	8	6
24	17	4	21	9	8
25	17	4	21	8	2
26	18	10	28	9	5
27	18	8	26	5	8
28	19	3	22	10	6
29	21	2	23	7	4
30	21	7	28	9	1
31	21	8	29	8	1
32	22	3	25	9	1
33	22	7	29	6	7
34	23	3	26	5	4
35	23	9	32	8	8
36	23	2	25	7	8
37	25	3	28	7	2
38	26	3	29	10	5
39	27	8	35	6	3
40	28	8	36	7	7
41	28	3	31	6	2
42	28	8	36	6	5
43	29	9	38	5	6
44	29	10	39	7	5
45	29	4	33	5	2
46	30	7	37	10	4
47	30	8	38	10	5
48	31	4	35	10	8
49	31	10	41	5	8
50	31	2	33	7	7
51	32	9	41	8	3
52	33	8	41	7	6
53	35	7	42	9	6
54	35	7	42	6	8
55	35	4	39	10	3
56	35	7	42	7	1
57	36	2	38	10	8
58	36	8	44	10	4
59	37	9	46	10	3
60	38	4	42	10	5
61	38	7	45	6	5
62	38	7	45	7	4
63	39	2	41	10	1
64	39	7	46	5	7
65	41	6	47	6	1
66	41	2	43	7	3
67	41	5	46	10	5
68	42	9	51	6	8
69	42	10	52	10	5
70	43	6	49	9	3
71	44	5	49	7	5
72	44	6	50	8	7
73	46	7	53	9	7
74	47	3	50	7	8
75	49	10	59	9	5
76	50	3	53	5	7
77	50	1	51	10	8
78	51	6	57	8	1
79	51	1	52	9	8
80	51	10	61	9	6
81	52	1	53	8	4
82	52	5	57	8	8
83	53	5	58	10	1
84	53	7	60	6	3
85	57	1	58	9	8
86	58	1	59	8	3
87	58	9	67	7	6
88	58	10	68	5	7
89	59	1	60	10	6
90	59	1	60	8	1
91	59	1	60	8	2
92	60	9	69	5	6
93	60	3	63	5	5
94	60	6	66	7	8
95	60	2	62	5	1
96	61	2	63	5	8
97	61	6	67	10	2
98	63	7	70	9	8
99	63	10	73	10	6
100	64	5	69	10	7
101	66	2	68	8	1
102	66	10	76	6	7
103	67	7	74	10	6
104	67	8	75	7	3
105	68	9	77	10	7
106	69	6	75	5	2
107	69	1	70	7	5
108	70	5	75	5	5
109	70	1	71	7	8
110	73	7	80	10	3
111	75	5	80	9	2
112	75	10	85	6	5
113	76	9	85	10	6
114	80	8	88	7	3
115	80	10	90	10	1
116	80	4	84	10	3
117	90	8	98	9	7
118	98	4	102	7	5
119	102	6	108	10	3
120	108	8	116	9	3
