作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	8	8	7	1
2	0	10	10	7	1
3	0	10	10	7	1
4	8	5	13	7	7
5	8	6	14	6	3
6	10	1	11	10	3
7	10	6	16	7	2
8	10	7	17	5	8
9	11	5	16	9	8
10	11	7	18	5	1
11	13	10	23	10	8
12	14	3	17	5	3
13	14	4	18	10	5
14	16	3	19	6	5
15	16	4	20	8	2
16	17	2	19	10	1
17	17	7	24	9	1
18	18	2	20	8	6
19	18	9	27	9	3
20	19	7	26	7	7
21	20	2	22	7	7
22	20	5	25	8	8
23	20	7	27	6	2
24	23	9	32	10	2
25	24	6	30	6	6
26	24	4	28	9	6
27	26	4	30	6	6
28	26	10	36	9	4
29	27	8	35	10	2
30	28	6	34	5	7
31	28	9	37	9	7
32	30	10	40	6	1
33	30	4	34	6	7
34	30	4	34	7	4
35	32	2	34	8	3
36	34	9	43	5	3
37	34	7	41	8	2
38	35	3	38	8	1
39	35	10	45	7	1
40	36	10	46	10	7
41	37	5	42	8	1
42	38	4	42	6	8
43	38	6	44	7	3
44	40	2	42	10	1
45	41	8	49	6	1
46	42	1	43	9	6
47	42	4	46	6	4
48	42	3	45	5	6
49	43	4	47	8	4
50	43	2	45	8	4
51	45	4	49	9	4
52	45	9	54	8	8
53	45	1	46	7	4
54	46	7	53	5	8
55	46	3	49	5	7
56	46	8	54	5	7
57	49	6	55	5	3
58	49	7	56	6	7
59	49	1	50	8	2
60	49	1	50	8	1
61	50	10	60	10	3
62	53	8	61	6	5
63	53	3	56	8	4
64	54	8	62	5	1
65	54	10	64	6	8
66	54	9	63	7	8
67	55	5	60	7	5
68	56	3	59	5	2
69	56	10	66	7	3
70	59	10	69	8	1
71	59	4	63	6	8
72	60	3	63	5	4
73	61	8	69	10	7
74	63	4	67	8	8
75	63	7	70	6	2
76	63	1	64	5	4
77	63	7	70	10	5
78	63	4	67	7	3
79	64	3	67	6	1
80	66	8	74	7	8
81	67	3	70	6	8
82	67	1	68	9	1
83	69	9	78	7	2
84	70	3	73	7	5
85	70	10	80	6	8
86	70	7	77	7	2
87	70	3	73	9	5
88	71	4	75	10	8
89	73	6	79	6	6
90	74	8	82	8	6
91	75	5	80	10	2
92	75	4	79	10	8
93	79	2	81	10	8
94	79	3	82	5	7
95	80	7	87	5	6
96	82	10	92	10	4
97	82	9	91	10	5
98	87	5	92	9	2
99	87	5	92	6	8
100	87	6	93	5	6
101	91	5	96	7	8
102	92	4	96	8	3
103	92	1	93	10	7
104	93	9	102	9	3
105	93	4	97	9	5
106	96	8	104	5	5
107	96	2	98	7	6
108	97	3	100	10	1
109	98	3	101	5	7
110	98	9	107	5	4
111	100	2	102	6	5
112	102	7	109	7	6
113	102	10	112	10	8
114	104	5	109	6	2
115	107	10	117	9	6
116	109	8	117	9	3
117	112	10	122	8	7
118	117	4	121	6	1
119	117	7	124	8	5
120	124	5	129	5	1
