作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	7	7	7	7
2	0	3	3	7	4
3	3	10	13	8	1
4	3	2	5	10	2
5	7	10	17	7	7
6	7	6	13	8	6
7	13	2	15	10	6
8	15	10	25	6	6
9	15	2	17	9	6
10	17	1	18	7	1
11	17	9	26	8	8
12	18	2	20	5	5
13	20	3	23	7	6
14	25	2	27	7	1
15	26	4	30	6	4
16	27	2	29	7	1
17	29	2	31	8	6
18	30	3	33	6	7
19	30	4	34	5	1
20	33	7	40	7	3
21	34	2	36	9	4
22	34	10	44	10	5
23	36	3	39	8	8
24	40	4	44	5	2
25	44	8	52	5	4
26	44	9	53	9	8
27	52	8	60	6	7
28	53	6	59	8	5
29	59	8	67	9	8
30	59	6	65	5	7
31	59	7	66	9	7
32	60	5	65	10	1
33	65	3	68	7	6
34	65	7	72	5	2
35	67	7	74	7	4
36	67	7	74	9	6
37	68	10	78	6	2
38	74	3	77	7	1
39	77	4	81	5	4
40	77	5	82	10	4
41	77	5	82	8	2
42	81	9	90	10	7
43	82	7	89	8	5
44	82	8	90	9	7
45	83	1	84	5	6
46	84	7	91	5	1
47	89	6	95	5	5
48	89	7	96	8	7
49	90	6	96	7	7
50	90	6	96	6	8
51	91	7	98	10	8
52	96	6	102	9	6
53	96	9	105	9	2
54	96	5	101	8	1
55	101	4	105	7	4
56	102	3	105	8	3
57	105	2	107	5	5
58	105	3	108	6	5
59	105	6	111	10	2
60	107	8	115	7	7
61	107	1	108	10	3
62	108	4	112	5	7
63	108	3	111	7	5
64	111	3	114	8	7
65	112	4	116	8	5
66	112	2	114	8	2
67	114	6	120	6	8
68	115	7	122	8	6
69	116	5	121	8	2
70	120	6	126	5	4
71	122	10	132	10	5
72	122	1	123	6	6
73	123	2	125	5	6
74	125	9	134	5	4
75	126	1	127	6	1
76	127	2	129	10	3
77	129	5	134	7	4
78	132	4	136	10	6
79	134	3	137	9	7
80	134	7	141	6	1
81	136	8	144	8	7
82	137	8	145	8	8
83	141	4	145	10	3
84	145	8	153	5	1
85	145	7	152	10	5
86	145	1	146	5	6
87	146	6	152	5	1
88	152	6	158	9	3
89	152	6	158	10	4
90	153	8	161	9	6
91	153	8	161	8	1
92	158	9	167	7	4
93	161	3	164	8	3
94	164	2	166	9	6
95	166	9	175	10	8
96	167	5	172	10	6
97	167	10	177	5	1
98	172	2	174	9	2
99	174	8	182	5	4
100	177	2	179	10	7
101	179	4	183	8	8
102	182	4	186	7	6
103	182	4	186	5	2
104	186	8	194	6	4
105	186	5	191	9	6
106	186	9	195	9	3
107	191	7	198	5	4
108	194	3	197	7	4
109	197	3	200	7	1
110	198	9	207	6	5
111	200	5	205	8	4
112	205	1	206	5	1
113	206	2	208	8	3
114	207	2	209	8	8
115	208	3	211	6	5
116	209	2	211	6	5
117	211	5	216	8	8
118	211	5	216	5	5
119	216	9	225	8	6
120	216	7	223	7	4
