作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	10	10	7	8
2	0	6	6	10	5
3	1	5	6	5	4
4	6	9	15	10	6
5	6	10	16	7	5
6	7	5	12	5	8
7	7	3	10	5	5
8	10	4	14	10	8
9	10	2	12	6	5
10	12	3	15	10	6
11	12	4	16	10	3
12	12	9	21	7	2
13	15	1	16	9	4
14	16	10	26	8	1
15	16	6	22	8	7
16	16	10	26	8	1
17	17	3	20	7	8
18	17	8	25	7	8
19	20	8	28	10	5
20	20	5	25	7	2
21	21	9	30	5	3
22	21	7	28	10	2
23	22	6	28	9	2
24	22	5	27	5	1
25	26	4	30	9	6
26	26	1	27	8	5
27	27	1	28	6	4
28	27	7	34	5	2
29	27	4	31	8	6
30	28	10	38	9	6
31	28	6	34	10	7
32	29	7	36	5	6
33	29	5	34	5	1
34	30	1	31	8	2
35	30	10	40	6	1
36	31	9	40	5	6
37	31	7	38	6	6
38	31	5	36	9	6
39	31	10	41	6	2
40	32	1	33	7	6
41	34	9	43	7	5
42	34	4	38	6	8
43	36	5	41	6	8
44	36	5	41	9	8
45	38	9	47	9	2
46	38	9	47	7	3
47	38	6	44	9	6
48	40	1	41	6	2
49	40	8	48	6	3
50	40	5	45	5	6
51	41	2	43	8	8
52	41	7	48	10	7
53	41	8	49	8	7
54	42	2	44	7	6
55	43	9	52	9	4
56	43	6	49	10	3
57	44	1	45	6	2
58	44	4	48	6	3
59	45	1	46	8	1
60	45	1	46	7	1
61	45	6	51	6	6
62	47	1	48	6	8
63	47	9	56	8	6
64	48	9	57	10	4
65	48	2	50	6	5
66	48	3	51	7	1
67	48	7	55	5	6
68	49	4	53	5	4
69	49	10	59	9	3
70	50	2	52	6	4
71	52	5	57	8	1
72	53	8	61	6	3
73	55	9	64	6	1
74	55	9	64	5	6
75	56	6	62	7	1
76	57	10	67	8	1
77	57	6	63	10	1
78	58	4	62	7	7
79	59	8	67	8	7
80	61	5	66	6	8
81	61	6	67	10	8
82	61	6	67	7	2
83	62	9	71	10	7
84	62	4	66	7	5
85	64	9	73	5	7
86	66	2	68	8	3
87	66	1	67	9	1
88	67	2	69	8	3
89	67	10	77	8	8
90	68	8	76	9	5
91	68	7	75	9	3
92	69	10	79	10	3
93	75	4	79	10	4
94	75	7	82	5	1
95	77	3	80	6	3
96	77	4	81	9	7
97	77	7	84	5	3
98	81	10	91	7	5
99	81	3	84	9	1
100	84	7	91	7	4
101	84	3	87	8	4
102	84	9	93	8	6
103	85	5	90	7	3
104	85	7	92	6	7
105	87	9	96	7	2
106	91	9	100	6	6
107	91	4	95	6	5
108	93	3	96	6	6
109	96	2	98	5	1
110	96	3	99	5	5
111	98	9	107	9	3
112	100	9	109	6	6
113	100	9	109	10	6
114	101	2	103	5	4
115	103	2	105	8	1
116	105	4	109	8	4
117	109	1	110	8	2
118	109	8	117	10	2
119	110	3	113	8	2
120	117	9	126	9	6
