作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	7	7	7	4
2	0	6	6	9	4
3	0	8	8	5	6
4	6	1	7	6	4
5	6	7	13	9	5
6	7	3	10	10	1
7	8	10	18	7	7
8	10	5	15	8	6
9	10	2	12	8	7
10	12	7	19	7	6
11	12	4	16	7	6
12	13	6	19	8	8
13	13	1	14	5	1
14	13	2	15	9	7
15	14	8	22	8	7
16	16	2	18	9	6
17	18	1	19	9	3
18	18	2	20	5	7
19	19	4	23	10	4
20	19	3	22	6	4
21	19	1	20	6	8
22	20	9	29	10	8
23	20	2	22	8	3
24	22	9	31	9	6
25	22	6	28	5	3
26	23	10	33	10	3
27	29	3	32	7	4
28	29	3	32	9	6
29	32	8	40	9	7
30	32	3	35	7	8
31	33	5	38	10	4
32	33	6	39	10	8
33	35	6	41	10	2
34	38	1	39	7	2
35	38	7	45	9	6
36	38	3	41	9	1
37	40	8	48	7	8
38	40	3	43	7	5
39	41	1	42	9	6
40	41	8	49	7	6
41	42	7	49	7	1
42	42	3	45	9	3
43	45	7	52	10	3
44	48	1	49	5	3
45	49	1	50	7	3
46	49	5	54	5	1
47	49	4	53	5	4
48	50	2	52	8	7
49	50	8	58	5	1
50	52	8	60	5	3
51	53	6	59	10	4
52	53	5	58	10	4
53	58	6	64	7	7
54	58	2	60	10	5
55	60	1	61	10	3
56	60	1	61	5	2
57	61	1	62	7	6
58	61	2	63	8	7
59	62	9	71	8	6
60	62	4	66	5	5
61	64	1	65	5	2
62	65	2	67	9	4
63	65	4	69	8	6
64	65	4	69	10	1
65	66	9	75	7	6
66	66	1	67	8	6
67	67	9	76	8	1
68	67	9	76	9	8
69	69	9	78	6	3
70	69	4	73	9	2
71	71	3	74	7	5
72	75	6	81	6	2
73	76	5	81	6	8
74	78	4	82	9	4
75	78	2	80	10	6
76	80	5	85	5	4
77	81	1	82	10	5
78	81	5	86	6	7
79	82	10	92	9	4
80	82	9	91	9	7
81	86	7	93	9	7
82	91	2	93	6	2
83	92	2	94	9	3
84	93	10	103	8	3
85	93	3	96	10	5
86	94	4	98	8	3
87	96	10	106	10	7
88	98	4	102	5	5
89	98	7	105	9	5
90	103	1	104	5	6
91	104	1	105	5	5
92	105	8	113	6	5
93	105	1	106	8	2
94	106	6	112	9	8
95	106	9	115	10	8
96	112	6	118	6	7
97	113	1	114	8	1
98	114	4	118	7	6
99	115	4	119	6	1
100	118	10	128	7	8
101	119	1	120	6	4
102	120	10	130	7	3
103	128	9	137	5	7
104	128	3	131	8	2
105	130	4	134	8	6
106	131	10	141	5	2
107	131	10	141	6	1
108	134	7	141	9	3
109	137	9	146	8	6
110	137	8	145	8	5
111	145	1	146	8	6
112	146	10	156	7	1
113	146	3	149	7	7
114	149	7	156	9	7
115	156	9	165	7	3
116	156	8	164	6	6
117	156	10	166	5	2
118	164	6	170	7	6
119	166	1	167	5	8
120	167	5	172	7	7
