作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	7	7	8	8
2	0	8	8	7	8
3	1	1	2	5	8
4	2	6	8	6	4
5	2	3	5	7	8
6	2	2	4	8	6
7	5	3	8	8	6
8	7	3	10	6	4
9	7	3	10	7	8
10	8	8	16	7	1
11	8	4	12	8	7
12	8	9	17	9	2
13	9	10	19	5	5
14	9	8	17	9	3
15	10	3	13	6	3
16	10	10	20	9	5
17	11	8	19	10	3
18	11	8	19	5	1
19	13	4	17	6	3
20	13	6	19	9	8
21	16	8	24	6	3
22	16	8	24	5	7
23	16	1	17	9	8
24	17	5	22	6	5
25	17	7	24	10	8
26	17	4	21	6	2
27	18	2	20	5	4
28	18	3	21	6	7
29	19	7	26	6	2
30	19	1	20	10	5
31	19	1	20	5	8
32	20	3	23	6	1
33	20	8	28	6	1
34	20	9	29	9	3
35	20	4	24	8	2
36	21	10	31	6	1
37	21	5	26	5	5
38	22	9	31	9	2
39	22	6	28	9	7
40	23	4	27	7	1
41	23	1	24	6	2
42	23	10	33	7	2
43	24	10	34	5	5
44	24	5	29	8	4
45	24	9	33	5	2
46	24	1	25	10	1
47	25	2	27	7	3
48	26	1	27	9	3
49	26	6	32	5	8
50	27	2	29	9	6
51	27	10	37	6	8
52	27	5	32	10	7
53	28	3	31	9	2
54	29	1	30	10	5
55	29	10	39	9	1
56	29	8	37	5	3
57	30	7	37	9	7
58	30	1	31	6	8
59	31	2	33	7	1
60	31	6	37	10	5
61	31	2	33	8	2
62	32	8	40	6	4
63	32	9	41	6	2
64	32	9	41	8	7
65	33	3	36	9	5
66	33	10	43	5	7
67	34	6	40	5	6
68	34	6	40	10	3
69	37	3	40	6	6
70	37	9	46	7	8
71	39	8	47	8	1
72	39	2	41	9	2
73	39	9	48	5	5
74	40	9	49	6	6
75	40	7	47	5	7
76	40	2	42	9	1
77	41	4	45	5	1
78	41	9	50	6	1
79	43	7	50	9	5
80	46	6	52	8	6
81	47	4	51	8	2
82	47	7	54	9	2
83	48	5	53	10	3
84	50	7	57	6	1
85	50	2	52	10	8
86	51	1	52	8	7
87	51	8	59	8	1
88	52	9	61	10	5
89	52	9	61	7	1
90	52	2	54	6	6
91	52	10	62	9	7
92	53	2	55	9	8
93	53	1	54	9	8
94	54	4	58	9	1
95	54	2	56	8	7
96	55	7	62	8	7
97	55	9	64	5	6
98	55	2	57	6	4
99	57	6	63	6	5
100	59	2	61	6	7
101	59	4	63	6	3
102	61	6	67	9	1
103	61	2	63	6	8
104	62	3	65	7	8
105	63	6	69	6	6
106	63	9	72	9	6
107	63	10	73	6	7
108	63	10	73	10	7
109	64	9	73	7	7
110	64	3	67	7	8
111	67	2	69	8	2
112	69	1	70	7	2
113	72	10	82	7	8
114	72	2	74	9	8
115	73	7	80	10	4
116	73	1	74	6	7
117	74	1	75	10	4
118	74	1	75	7	4
119	82	4	86	5	6
120	86	10	96	9	7
