作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	9	9	10	1
2	0	5	5	7	1
3	0	7	7	6	5
4	5	2	7	5	8
5	5	6	11	9	4
6	7	5	12	7	1
7	7	2	9	7	3
8	8	5	13	8	5
9	8	2	10	9	3
10	9	5	14	9	7
11	9	6	15	9	4
12	9	8	17	10	4
13	9	4	13	6	5
14	11	8	19	10	2
15	11	4	15	5	2
16	12	5	17	7	8
17	13	1	14	5	6
18	13	1	14	8	5
19	14	4	18	7	8
20	14	1	15	8	4
21	14	6	20	5	2
22	15	6	21	5	6
23	15	3	18	8	1
24	15	9	24	5	5
25	16	5	21	5	8
26	17	8	25	6	1
27	18	4	22	9	5
28	18	10	28	10	4
29	18	8	26	5	7
30	18	9	27	9	5
31	19	1	20	8	7
32	19	4	23	10	6
33	20	4	24	5	4
34	21	8	29	10	7
35	21	5	26	9	1
36	22	10	32	5	7
37	22	3	25	9	2
38	23	3	26	9	5
39	25	2	27	6	2
40	26	10	36	10	2
41	26	1	27	8	4
42	27	9	36	6	2
43	27	9	36	9	3
44	27	6	33	6	5
45	28	4	32	9	1
46	28	6	34	7	5
47	32	9	41	6	8
48	32	3	35	10	2
49	32	1	33	6	4
50	32	10	42	9	1
51	33	1	34	5	2
52	33	9	42	9	1
53	34	2	36	9	5
54	34	3	37	6	5
55	35	8	43	9	4
56	36	9	45	6	8
57	36	2	38	10	5
58	36	1	37	10	2
59	37	10	47	8	6
60	37	7	44	10	6
61	38	5	43	6	3
62	38	9	47	5	6
63	39	5	44	8	5
64	39	1	40	8	7
65	41	3	44	6	5
66	41	2	43	6	7
67	42	10	52	7	8
68	43	4	47	5	4
69	44	8	52	8	2
70	44	7	51	7	3
71	45	5	50	5	6
72	45	9	54	9	3
73	47	7	54	10	5
74	47	8	55	8	5
75	50	9	59	10	6
76	50	3	53	8	5
77	50	2	52	8	1
78	51	4	55	10	6
79	51	4	55	5	1
80	52	10	62	7	2
81	52	8	60	10	4
82	52	4	56	6	3
83	53	6	59	5	4
84	53	7	60	7	1
85	54	2	56	7	5
86	54	5	59	8	4
87	55	4	59	6	5
88	55	7	62	8	4
89	56	2	58	8	7
90	59	5	64	10	1
91	59	4	63	10	8
92	59	9	68	10	5
93	60	2	62	10	5
94	60	6	66	5	4
95	61	7	68	10	4
96	61	9	70	7	5
97	62	10	72	9	2
98	62	8	70	6	6
99	62	7	69	8	4
100	70	3	73	6	3
101	70	4	74	5	6
102	72	6	78	6	4
103	73	10	83	6	2
104	74	3	77	6	1
105	74	3	77	8	4
106	77	3	80	5	3
107	77	3	80	5	4
108	78	10	88	6	8
109	78	4	82	8	6
110	80	5	85	7	5
111	82	3	85	7	1
112	83	5	88	5	1
113	85	4	89	6	8
114	85	2	87	9	1
115	87	1	88	6	7
116	88	8	96	10	2
117	88	1	89	8	5
118	89	3	92	5	3
119	92	3	95	9	5
120	96	2	98	7	6
