作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	4	4	10	1
2	0	10	10	7	7
3	0	5	5	6	4
4	4	4	8	9	8
5	5	4	9	6	8
6	9	10	19	8	6
7	10	9	19	9	7
8	10	6	16	8	5
9	16	5	21	5	3
10	19	1	20	10	3
11	20	1	21	9	7
12	21	3	24	9	2
13	21	5	26	5	2
14	21	5	26	9	4
15	26	4	30	6	7
16	26	9	35	7	2
17	30	3	33	7	8
18	30	10	40	6	1
19	35	9	44	8	7
20	35	3	38	5	8
21	38	5	43	8	5
22	40	8	48	6	3
23	43	9	52	8	5
24	44	5	49	8	7
25	48	10	58	6	5
26	49	9	58	8	3
27	52	10	62	10	4
28	58	9	67	6	2
29	58	1	59	7	3
30	59	10	69	9	1
31	62	8	70	9	3
32	67	7	74	9	4
33	69	8	77	8	3
34	70	5	75	6	7
35	74	9	83	8	6
36	75	7	82	10	3
37	77	1	78	6	8
38	78	9	87	9	2
39	78	7	85	7	3
40	83	10	93	8	4
41	85	5	90	8	8
42	87	9	96	5	6
43	90	9	99	6	1
44	93	4	97	6	1
45	96	6	102	8	1
46	97	6	103	8	3
47	99	3	102	5	1
48	102	2	104	6	2
49	103	1	104	9	8
50	103	9	112	9	2
51	104	9	113	7	6
52	104	2	106	6	6
53	106	6	112	8	2
54	106	5	111	5	8
55	112	9	121	9	1
56	112	8	120	8	1
57	113	2	115	8	3
58	115	6	121	7	7
59	120	7	127	6	1
60	121	8	129	5	4
61	121	8	129	5	2
62	127	8	135	6	5
63	127	9	136	5	5
64	129	1	130	6	2
65	129	8	137	9	4
66	130	2	132	7	5
67	132	2	134	8	4
68	135	3	138	5	8
69	136	7	143	9	4
70	137	7	144	5	1
71	138	5	143	10	4
72	138	5	143	6	5
73	143	6	149	7	5
74	143	5	148	9	7
75	144	4	148	8	3
76	148	1	149	10	6
77	148	8	156	9	3
78	148	6	154	6	1
79	149	4	153	7	6
80	153	7	160	8	8
81	154	5	159	5	8
82	156	9	165	5	2
83	156	10	166	8	1
84	160	6	166	7	2
85	165	2	167	5	4
86	166	5	171	5	7
87	166	5	171	10	2
88	167	8	175	8	5
89	167	4	171	10	5
90	167	8	175	5	4
91	171	1	172	10	3
92	171	4	175	8	4
93	172	7	179	8	7
94	175	8	183	9	2
95	175	2	177	6	8
96	179	6	185	7	1
97	179	4	183	9	1
98	183	3	186	10	8
99	183	7	190	6	1
100	183	5	188	10	3
101	186	2	188	5	4
102	188	9	197	9	1
103	188	4	192	6	1
104	190	3	193	9	6
105	192	4	196	9	6
106	193	2	195	6	7
107	193	7	200	8	2
108	195	1	196	5	6
109	196	6	202	7	6
110	196	7	203	8	7
111	197	1	198	6	3
112	203	6	209	5	2
113	209	6	215	5	1
114	209	7	216	5	7
115	215	7	222	6	5
116	216	6	222	6	7
117	216	7	223	8	6
118	222	5	227	7	4
119	222	7	229	8	4
120	229	6	235	6	4
