作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	8	8	9	2
2	0	3	3	5	4
3	1	7	8	10	8
4	3	1	4	6	7
5	8	1	9	5	2
6	8	5	13	8	3
7	9	7	16	8	7
8	9	5	14	8	2
9	9	1	10	6	8
10	10	9	19	9	5
11	13	7	20	10	7
12	13	3	16	6	3
13	13	1	14	9	6
14	14	10	24	5	1
15	14	10	24	8	7
16	16	5	21	7	7
17	16	3	19	8	8
18	16	9	25	9	2
19	17	4	21	9	1
20	20	8	28	7	6
21	20	4	24	8	7
22	24	6	30	9	6
23	24	1	25	5	7
24	24	10	34	7	4
25	25	10	35	8	1
26	25	10	35	9	5
27	25	10	35	9	3
28	28	7	35	6	8
29	34	5	39	9	6
30	34	7	41	9	2
31	35	6	41	10	2
32	35	1	36	6	3
33	35	8	43	10	7
34	36	8	44	9	5
35	36	2	38	10	3
36	41	7	48	7	1
37	41	6	47	8	8
38	41	9	50	5	1
39	43	3	46	5	5
40	44	5	49	6	7
41	44	3	47	6	5
42	47	5	52	7	5
43	47	3	50	10	7
44	48	8	56	5	3
45	48	3	51	8	7
46	49	2	51	7	1
47	50	5	55	6	3
48	51	3	54	9	3
49	51	6	57	8	3
50	51	10	61	10	2
51	52	1	53	5	8
52	52	8	60	7	3
53	54	1	55	8	6
54	55	6	61	10	7
55	55	4	59	6	3
56	56	4	60	9	2
57	56	6	62	7	8
58	57	1	58	10	3
59	59	9	68	9	6
60	59	1	60	7	1
61	60	10	70	9	4
62	61	2	63	10	1
63	62	3	65	10	4
64	62	10	72	9	3
65	65	9	74	6	6
66	68	10	78	7	7
67	70	5	75	9	1
68	70	6	76	9	3
69	72	10	82	6	2
70	74	8	82	10	3
71	75	10	85	9	2
72	76	5	81	5	3
73	76	2	78	5	2
74	78	1	79	8	3
75	78	9	87	6	4
76	79	2	81	8	8
77	81	6	87	10	7
78	85	4	89	7	6
79	85	7	92	10	3
80	85	5	90	7	2
81	87	8	95	10	6
82	87	2	89	8	4
83	87	10	97	10	8
84	89	3	92	8	3
85	89	4	93	6	5
86	90	10	100	5	5
87	92	4	96	9	2
88	93	6	99	6	5
89	95	8	103	7	6
90	97	5	102	5	6
91	97	1	98	9	4
92	98	3	101	10	6
93	98	4	102	5	4
94	99	9	108	10	8
95	99	6	105	8	2
96	100	10	110	7	7
97	101	5	106	9	6
98	105	8	113	7	1
99	106	9	115	8	5
100	108	10	118	7	1
101	110	8	118	9	3
102	110	8	118	5	6
103	115	1	116	6	1
104	116	10	126	5	7
105	118	6	124	8	8
106	118	5	123	6	3
107	118	9	127	6	7
108	119	8	127	7	4
109	123	7	130	9	8
110	126	2	128	7	4
111	127	10	137	5	5
112	127	5	132	8	1
113	137	9	146	6	3
114	146	8	154	10	2
115	146	10	156	9	2
116	146	3	149	10	7
117	146	8	154	6	8
118	154	4	158	10	4
119	156	5	161	7	3
120	161	10	171	7	1
