作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	6	6	8	4
2	0	6	6	8	6
3	1	6	7	5	8
4	6	4	10	10	7
5	6	10	16	5	5
6	6	4	10	7	2
7	7	4	11	7	8
8	7	5	12	6	1
9	10	4	14	8	7
10	10	5	15	10	3
11	10	9	19	10	3
12	11	7	18	8	7
13	11	4	15	7	8
14	12	7	19	7	2
15	12	4	16	8	1
16	14	5	19	5	8
17	14	8	22	9	2
18	15	7	22	7	5
19	16	1	17	6	8
20	16	7	23	10	6
21	16	2	18	8	4
22	17	4	21	5	3
23	17	8	25	7	5
24	18	5	23	7	2
25	19	1	20	5	7
26	21	9	30	8	6
27	21	1	22	6	2
28	22	8	30	9	3
29	22	1	23	10	7
30	23	6	29	6	2
31	23	1	24	8	7
32	23	3	26	5	1
33	25	9	34	8	4
34	26	10	36	8	2
35	29	3	32	8	6
36	29	1	30	10	5
37	30	5	35	9	3
38	30	1	31	9	4
39	30	5	35	5	3
40	35	7	42	7	7
41	35	6	41	7	2
42	35	6	41	5	7
43	36	3	39	7	3
44	36	7	43	8	5
45	39	3	42	7	2
46	41	3	44	9	4
47	41	9	50	9	7
48	41	2	43	5	6
49	42	8	50	6	1
50	42	2	44	9	8
51	43	5	48	5	3
52	44	4	48	8	4
53	44	9	53	10	1
54	48	4	52	10	8
55	48	3	51	7	3
56	50	7	57	5	5
57	50	1	51	7	4
58	50	10	60	9	3
59	50	6	56	9	3
60	51	8	59	9	2
61	52	3	55	10	8
62	52	7	59	9	4
63	53	7	60	10	4
64	56	7	63	10	1
65	59	8	67	6	1
66	60	9	69	6	1
67	60	5	65	8	4
68	63	5	68	9	2
69	65	8	73	8	6
70	65	2	67	9	3
71	67	3	70	7	6
72	67	7	74	6	2
73	68	10	78	5	2
74	68	10	78	10	3
75	73	4	77	5	7
76	73	9	82	5	8
77	74	7	81	6	5
78	74	5	79	5	1
79	78	10	88	8	2
80	81	10	91	7	5
81	82	5	87	5	8
82	82	4	86	9	4
83	82	8	90	5	1
84	87	2	89	10	1
85	88	2	90	8	5
86	88	6	94	9	8
87	90	9	99	8	4
88	90	7	97	9	2
89	91	8	99	9	5
90	91	3	94	7	6
91	94	3	97	8	6
92	94	7	101	5	4
93	94	1	95	5	3
94	97	2	99	9	1
95	99	2	101	6	6
96	99	10	109	8	3
97	100	2	102	6	3
98	101	2	103	6	4
99	101	1	102	10	7
100	101	4	105	5	8
101	101	3	104	6	7
102	102	8	110	8	4
103	102	3	105	5	1
104	103	2	105	7	8
105	105	5	110	9	8
106	105	7	112	7	8
107	109	6	115	9	7
108	110	3	113	10	4
109	110	5	115	10	3
110	113	3	116	7	7
111	113	4	117	6	8
112	115	10	125	9	8
113	115	1	116	5	4
114	116	3	119	9	3
115	117	6	123	5	3
116	123	7	130	6	8
117	125	8	133	8	4
118	130	2	132	7	7
119	133	5	138	10	5
120	138	3	141	7	8
