作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	9	9	9	7
2	0	8	8	8	5
3	1	6	7	6	3
4	7	9	16	5	6
5	7	2	9	6	3
6	8	1	9	5	2
7	8	1	9	7	4
8	9	3	12	5	7
9	9	10	19	7	1
10	9	10	19	8	8
11	9	3	12	10	6
12	10	2	12	10	8
13	10	7	17	6	2
14	11	4	15	7	8
15	12	8	20	7	8
16	15	1	16	10	8
17	16	5	21	5	7
18	16	4	20	5	2
19	16	5	21	7	7
20	17	10	27	10	1
21	17	10	27	8	2
22	19	4	23	9	1
23	19	1	20	9	7
24	19	9	28	6	4
25	20	5	25	10	2
26	20	6	26	8	4
27	20	10	30	5	4
28	21	4	25	9	1
29	21	6	27	10	5
30	23	6	29	6	1
31	23	2	25	10	2
32	24	7	31	6	2
33	25	8	33	7	2
34	26	9	35	5	6
35	26	4	30	7	7
36	27	6	33	8	6
37	27	9	36	5	4
38	28	9	37	7	7
39	28	5	33	10	7
40	30	2	32	6	4
41	30	10	40	5	8
42	30	9	39	5	2
43	32	2	34	7	4
44	33	2	35	9	5
45	33	7	40	5	1
46	35	3	38	6	6
47	35	10	45	7	7
48	36	2	38	5	4
49	37	2	39	10	4
50	38	10	48	9	5
51	38	1	39	9	4
52	39	10	49	5	1
53	39	3	42	9	1
54	40	4	44	6	6
55	42	9	51	5	8
56	42	2	44	5	1
57	44	4	48	7	7
58	44	4	48	5	8
59	48	9	57	5	2
60	48	5	53	10	8
61	48	3	51	6	5
62	49	10	59	8	4
63	49	4	53	8	7
64	49	6	55	5	3
65	51	7	58	6	7
66	51	6	57	10	5
67	53	5	58	5	6
68	55	6	61	9	5
69	55	9	64	10	1
70	57	1	58	7	3
71	57	4	61	6	1
72	58	10	68	7	1
73	58	2	60	10	2
74	58	2	60	7	6
75	59	2	61	9	2
76	59	3	62	7	6
77	60	10	70	8	7
78	60	9	69	6	2
79	60	3	63	9	6
80	61	8	69	8	8
81	61	3	64	10	8
82	61	9	70	7	3
83	62	4	66	5	5
84	64	10	74	5	6
85	66	2	68	5	4
86	68	8	76	5	1
87	69	7	76	9	5
88	69	10	79	9	2
89	70	3	73	5	6
90	70	2	72	7	3
91	73	4	77	7	4
92	74	7	81	8	1
93	77	3	80	7	2
94	77	4	81	10	3
95	77	8	85	7	5
96	79	4	83	9	2
97	80	5	85	8	5
98	80	9	89	7	2
99	83	9	92	9	2
100	83	6	89	10	4
101	83	1	84	5	6
102	85	6	91	8	3
103	85	7	92	6	4
104	85	3	88	10	1
105	86	8	94	5	1
106	88	7	95	6	2
107	89	3	92	6	2
108	91	6	97	8	3
109	92	8	100	7	3
110	92	4	96	9	8
111	92	4	96	8	6
112	96	1	97	6	4
113	96	4	100	9	7
114	97	2	99	8	2
115	100	8	108	5	5
116	100	7	107	7	7
117	107	8	115	9	8
118	108	6	114	6	6
119	114	4	118	10	2
120	115	3	118	10	1
