作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	8	8	5	1
2	0	2	2	6	4
3	1	8	9	5	1
4	2	10	12	5	6
5	2	5	7	8	6
6	3	10	13	5	5
7	8	6	14	7	6
8	8	9	17	8	1
9	9	3	12	5	7
10	9	3	12	8	7
11	9	7	16	10	3
12	10	5	15	8	8
13	12	4	16	6	6
14	12	5	17	8	6
15	12	3	15	6	7
16	13	10	23	9	6
17	13	4	17	6	8
18	14	8	22	5	3
19	15	7	22	10	1
20	16	9	25	9	2
21	16	7	23	5	6
22	17	7	24	7	1
23	17	3	20	5	3
24	17	4	21	8	2
25	17	3	20	7	1
26	17	8	25	9	5
27	20	3	23	7	1
28	21	2	23	9	7
29	22	3	25	7	2
30	22	9	31	5	4
31	22	7	29	7	3
32	23	8	31	7	6
33	23	4	27	10	3
34	24	2	26	7	4
35	24	2	26	8	3
36	24	2	26	6	2
37	25	7	32	5	3
38	25	8	33	9	3
39	25	9	34	10	5
40	26	7	33	10	1
41	26	9	35	5	4
42	26	7	33	6	2
43	26	4	30	5	2
44	31	10	41	6	2
45	31	10	41	5	3
46	31	6	37	10	6
47	33	1	34	10	3
48	33	9	42	9	6
49	34	9	43	5	7
50	34	6	40	5	6
51	35	5	40	10	2
52	35	9	44	8	2
53	35	8	43	10	6
54	36	10	46	7	1
55	37	4	41	6	4
56	37	9	46	10	7
57	40	7	47	6	1
58	40	1	41	7	1
59	41	10	51	5	3
60	41	6	47	8	7
61	41	10	51	5	2
62	41	6	47	7	3
63	42	7	49	6	5
64	43	6	49	6	7
65	43	3	46	8	1
66	44	8	52	6	1
67	46	7	53	7	3
68	46	10	56	5	7
69	47	6	53	9	1
70	47	3	50	6	4
71	47	8	55	9	2
72	50	9	59	10	5
73	50	9	59	7	2
74	51	4	55	7	7
75	51	10	61	10	6
76	51	3	54	9	7
77	52	3	55	5	3
78	53	2	55	8	6
79	53	2	55	9	3
80	54	9	63	10	4
81	55	2	57	7	6
82	55	8	63	7	2
83	56	1	57	6	7
84	56	10	66	6	1
85	56	8	64	10	5
86	57	5	62	6	8
87	57	2	59	5	3
88	61	6	67	5	7
89	61	2	63	6	7
90	61	10	71	10	2
91	62	2	64	5	3
92	63	9	72	10	8
93	63	6	69	7	3
94	63	1	64	10	2
95	64	4	68	8	4
96	64	7	71	5	5
97	66	5	71	6	7
98	67	7	74	10	1
99	67	3	70	9	6
100	68	9	77	6	5
101	70	1	71	10	4
102	71	4	75	10	3
103	71	4	75	8	7
104	72	10	82	9	7
105	75	4	79	6	7
106	75	8	83	7	8
107	75	2	77	7	6
108	77	9	86	6	1
109	79	1	80	9	5
110	82	7	89	9	8
111	83	7	90	9	2
112	89	1	90	7	5
113	89	4	93	7	6
114	90	9	99	8	3
115	90	5	95	7	8
116	95	9	104	5	5
117	99	10	109	7	3
118	109	10	119	6	6
119	109	7	116	7	5
120	119	1	120	7	5
