作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	5	5	6	5
2	0	6	6	5	4
3	1	8	9	9	2
4	5	4	9	7	5
5	5	3	8	9	3
6	6	3	9	9	5
7	6	2	8	8	3
8	8	4	12	8	3
9	8	5	13	7	2
10	8	5	13	10	3
11	9	8	17	6	4
12	9	3	12	9	5
13	9	2	11	10	8
14	10	8	18	7	3
15	12	2	14	6	1
16	12	3	15	9	1
17	13	5	18	10	4
18	13	1	14	7	4
19	14	2	16	9	2
20	14	10	24	8	4
21	14	2	16	6	5
22	15	3	18	5	3
23	15	3	18	5	1
24	16	7	23	5	2
25	17	8	25	6	7
26	17	8	25	6	1
27	17	10	27	6	5
28	17	9	26	9	7
29	18	5	23	9	5
30	18	4	22	7	7
31	18	1	19	9	2
32	18	10	28	7	5
33	23	5	28	8	6
34	23	7	30	8	3
35	25	3	28	10	2
36	25	3	28	7	1
37	27	3	30	9	4
38	27	1	28	5	6
39	27	4	31	7	3
40	28	8	36	7	8
41	28	9	37	10	3
42	28	8	36	5	4
43	28	6	34	9	6
44	30	6	36	9	4
45	31	4	35	8	5
46	31	9	40	8	3
47	34	9	43	9	6
48	35	5	40	9	1
49	35	3	38	5	4
50	36	6	42	9	4
51	36	4	40	7	7
52	37	6	43	6	1
53	40	5	45	6	2
54	40	4	44	7	7
55	42	8	50	8	8
56	43	1	44	7	4
57	43	7	50	5	5
58	43	3	46	5	4
59	44	9	53	5	8
60	44	2	46	9	8
61	44	9	53	10	2
62	45	2	47	8	3
63	46	3	49	8	2
64	46	8	54	7	1
65	46	5	51	9	8
66	47	8	55	8	8
67	50	6	56	8	8
68	50	4	54	8	8
69	51	1	52	5	1
70	52	8	60	5	5
71	53	9	62	6	8
72	54	2	56	10	6
73	54	4	58	6	1
74	54	8	62	5	2
75	55	4	59	9	2
76	56	9	65	5	2
77	56	5	61	8	7
78	56	4	60	8	2
79	57	1	58	6	7
80	58	8	66	8	1
81	59	2	61	10	4
82	59	9	68	10	6
83	61	10	71	7	3
84	62	5	67	10	2
85	62	10	72	10	1
86	62	10	72	7	1
87	65	8	73	9	2
88	67	3	70	9	8
89	68	10	78	7	8
90	68	8	76	5	4
91	68	2	70	5	1
92	71	1	72	7	5
93	72	8	80	10	3
94	72	1	73	7	6
95	73	7	80	7	4
96	76	1	77	9	2
97	76	9	85	7	1
98	77	1	78	9	7
99	78	6	84	10	2
100	78	10	88	6	8
101	80	3	83	6	8
102	80	10	90	6	6
103	83	4	87	9	1
104	83	2	85	7	4
105	83	3	86	5	5
106	85	5	90	9	3
107	86	7	93	9	2
108	87	4	91	5	7
109	88	8	96	5	4
110	88	5	93	9	1
111	90	10	100	5	2
112	90	1	91	9	5
113	91	4	95	7	2
114	93	6	99	8	7
115	95	10	105	7	8
116	95	9	104	10	2
117	100	8	108	8	2
118	104	1	105	6	2
119	105	4	109	10	6
120	109	6	115	9	7
