作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	6	6	5	5
2	0	1	1	10	1
3	0	6	6	9	7
4	1	2	3	8	3
5	1	6	7	10	6
6	3	2	5	10	5
7	3	7	10	8	6
8	4	7	11	9	1
9	6	4	10	6	2
10	6	5	11	7	2
11	7	3	10	7	4
12	7	9	16	5	2
13	10	8	18	9	8
14	10	4	14	7	3
15	11	2	13	5	4
16	11	10	21	6	1
17	11	4	15	5	4
18	13	6	19	7	8
19	14	9	23	6	8
20	15	2	17	5	7
21	16	4	20	7	1
22	16	3	19	10	7
23	18	10	28	7	7
24	18	10	28	5	2
25	20	1	21	7	5
26	20	3	23	6	1
27	20	1	21	6	6
28	21	10	31	6	6
29	21	8	29	7	7
30	23	9	32	7	7
31	23	4	27	6	2
32	27	6	33	5	3
33	28	2	30	7	7
34	28	8	36	8	2
35	29	2	31	6	7
36	30	9	39	9	3
37	30	5	35	5	5
38	30	5	35	9	3
39	32	4	36	7	3
40	33	2	35	9	8
41	35	9	44	10	3
42	35	1	36	10	5
43	36	7	43	5	2
44	36	1	37	10	3
45	37	1	38	6	7
46	37	6	43	7	4
47	37	6	43	8	3
48	39	9	48	7	3
49	39	4	43	10	5
50	43	10	53	7	6
51	43	8	51	6	8
52	43	9	52	10	5
53	43	6	49	9	8
54	44	9	53	10	5
55	44	9	53	10	7
56	48	10	58	6	2
57	51	7	58	5	3
58	52	8	60	10	1
59	53	5	58	6	5
60	53	9	62	6	2
61	58	1	59	10	2
62	58	7	65	10	4
63	58	5	63	6	4
64	58	1	59	9	6
65	59	9	68	5	4
66	59	7	66	7	7
67	60	5	65	10	1
68	63	8	71	9	1
69	63	8	71	7	3
70	63	1	64	9	2
71	64	7	71	6	3
72	65	7	72	7	4
73	65	3	68	8	3
74	65	4	69	6	2
75	66	7	73	7	4
76	68	1	69	5	3
77	69	10	79	7	3
78	71	6	77	9	1
79	71	6	77	5	5
80	71	10	81	6	4
81	71	10	81	5	3
82	71	8	79	7	5
83	72	2	74	7	3
84	72	8	80	7	1
85	73	6	79	9	8
86	74	7	81	9	8
87	74	6	80	10	8
88	77	2	79	10	5
89	79	7	86	9	4
90	80	8	88	9	1
91	80	10	90	5	5
92	81	1	82	7	6
93	81	7	88	7	2
94	82	4	86	7	5
95	86	6	92	6	5
96	86	6	92	10	7
97	86	8	94	5	3
98	88	8	96	5	8
99	88	5	93	10	7
100	90	1	91	5	3
101	91	9	100	10	3
102	92	8	100	8	4
103	92	5	97	9	1
104	94	8	102	7	4
105	96	3	99	6	3
106	97	3	100	6	6
107	97	4	101	9	2
108	99	1	100	7	5
109	100	9	109	10	7
110	100	8	108	5	3
111	101	1	102	10	7
112	102	3	105	9	1
113	105	5	110	10	8
114	108	7	115	10	5
115	109	2	111	10	8
116	111	1	112	9	8
117	112	2	114	6	4
118	115	5	120	5	6
119	120	10	130	5	8
120	130	2	132	10	3
