作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	5	5	8	3
2	0	7	7	10	7
3	1	7	8	5	3
4	5	6	11	8	5
5	5	1	6	8	6
6	6	4	10	6	1
7	6	7	13	5	3
8	7	7	14	8	2
9	7	7	14	7	4
10	8	6	14	6	1
11	8	2	10	5	2
12	8	2	10	6	6
13	9	9	18	7	4
14	10	1	11	10	3
15	10	8	18	10	7
16	10	7	17	9	3
17	11	3	14	7	2
18	11	4	15	9	3
19	11	6	17	8	3
20	14	10	24	7	1
21	14	3	17	5	1
22	14	6	20	9	7
23	17	10	27	7	3
24	17	7	24	6	6
25	17	2	19	6	8
26	18	2	20	10	8
27	18	3	21	6	4
28	19	2	21	5	4
29	19	10	29	10	2
30	20	3	23	6	5
31	20	10	30	7	2
32	20	2	22	9	6
33	21	9	30	10	8
34	21	3	24	8	7
35	21	5	26	8	3
36	22	3	25	9	2
37	22	2	24	10	2
38	23	10	33	5	1
39	23	4	27	7	4
40	24	9	33	6	2
41	24	9	33	6	3
42	25	10	35	10	1
43	26	9	35	10	7
44	30	10	40	10	1
45	30	3	33	5	3
46	30	4	34	7	3
47	31	2	33	10	8
48	33	8	41	9	7
49	33	7	40	6	1
50	33	3	36	10	4
51	34	5	39	9	4
52	35	9	44	5	1
53	35	9	44	5	7
54	35	7	42	10	2
55	36	4	40	7	1
56	40	7	47	10	4
57	40	2	42	10	2
58	40	10	50	6	1
59	41	9	50	6	6
60	42	10	52	9	1
61	42	9	51	5	5
62	44	8	52	9	2
63	44	10	54	10	4
64	44	7	51	6	1
65	45	1	46	7	2
66	45	9	54	9	4
67	46	3	49	8	8
68	47	5	52	7	7
69	50	1	51	6	8
70	51	5	56	10	1
71	51	6	57	10	6
72	51	2	53	8	8
73	52	9	61	7	8
74	52	1	53	7	7
75	53	6	59	8	6
76	53	7	60	8	5
77	53	6	59	6	7
78	54	6	60	7	1
79	54	1	55	8	7
80	54	3	57	5	7
81	57	5	62	8	7
82	57	3	60	9	3
83	59	9	68	7	4
84	59	3	62	10	1
85	59	10	69	9	4
86	60	7	67	10	2
87	60	7	67	10	6
88	60	9	69	6	3
89	61	8	69	10	7
90	61	1	62	9	1
91	61	9	70	5	3
92	62	3	65	8	7
93	62	1	63	8	1
94	62	7	69	6	6
95	68	4	72	8	3
96	68	7	75	6	3
97	69	8	77	10	1
98	69	2	71	7	1
99	70	1	71	10	3
100	71	5	76	8	8
101	71	10	81	10	3
102	71	8	79	5	1
103	72	8	80	9	4
104	75	5	80	9	4
105	75	9	84	8	1
106	76	2	78	5	7
107	78	1	79	5	8
108	78	5	83	9	3
109	83	8	91	7	8
110	84	9	93	9	3
111	84	8	92	6	2
112	92	5	97	8	4
113	93	10	103	6	4
114	103	4	107	6	7
115	103	2	105	6	2
116	105	6	111	6	6
117	107	8	115	6	7
118	115	1	116	5	6
119	116	6	122	6	4
120	122	8	130	10	2
