1	14
1	14
1	12
1	12
1	12
1	13
1	13
1	13
1	12
1	12
1	13
1	13
1	13
1	13
1	13
1	13
1	13
1	13
1	13
1	11
1	13
1	13
1	12
1	13
1	14
1	13
1	13
1	14
1	13
1	13
1	13
1	13
1	13
1	13
1	13
1	12
1	13
1	13
1	13
1	13
1	12
1	13
1	13
1	13
1	14
1	13
1	12
1	12
1	13
1	13
1	12
1	14
1	13
1	13
1	13
1	12
1	13
1	12
1	14
1	13
1	13
1	12
1	13
1	14
1	13
1	13
1	14
1	14
1	14
1	12
1	13
1	11
1	13
1	14
1	13
1	14
1	13
1	13
1	14
1	14
1	12
1	13
1	13
1	13
1	11
1	12
1	13
1	13
1	13
1	13
1	13
1	12
1	12
1	13
1	13
1	12
1	13
1	13
1	13
1	14
1	13
1	12
1	14
1	13
1	13
1	14
1	13
1	13
1	14
1	14
1	12
1	13
1	13
1	11
1	13
1	12
1	12
1	12
1	12
1	13
1	13
1	13
1	12
1	14
1	14
1	13
1	12
1	22.1
1	12
1	12
1	12
1	12
1	13
1	13
1	13
1	13
1	13
1	12
1	13
1	11
1	13
1	13
1	14
1	13
1	14
1	13
1	13
1	12
1	13
1	13
1	13
1	12
1	13
1	14
1	13
1	13
1	14
1	13
1	12
1	12
1	13
1	13
1	12
1	13
1	13
1	13
1	11
1	12
1	14
1	14
1	12
1	14
1	13
1	13
1	13
1	12
1	13
1	12
1	12
1	13
1	13
1	13
1	13
1	12
1	12
1	13
1	13
1	13
1	12
1	13
1	12
1	13
1	12
1	12
1	14
1	13
1	13
1	13
1	13
1	14
1	12
1	12
1	12
1	13
1	13
1	13
1	13
1	12
1	12
1	13
1	13
1	13
1	12
1	13
1	14
1	13
1	13
1	12
1	13
1	14
1	12
1	13
1	13
1	12
1	13
1	13
1	12
1	11
1	12
1	12
1	34.1
1	34.1
1	46.2
1	24
1	26
1	24
1	26
1	35.1
1	26
1	27
1	55.3
1	25
1	26
1	25
1	34.1
1	24
1	25
1	23
1	25
1	36.1
1	67.4
1	26
1	46.2
1	35.1
1	65.4
1	24
1	66.4
1	56.3
1	46.2
1	54.3
1	25
1	24
1	25
1	25
1	25
1	26
1	24
1	24
1	26
1	27
1	25
1	25
1	25
1	25
1	26
1	34.1
1	26
1	26
1	25
1	25
1	25
1	75.5
1	26
1	36.1
1	25
1	24
1	24
1	36.1
1	26
1	36.1
1	25
1	24
1	55.3
1	64.4
1	35.1
1	56.3
1	36.1
1	25
1	44.2
1	26
1	26
1	25
1	24
1	26
1	34.1
1	25
1	24
1	36.1
1	24
1	25
1	25
1	25
1	24
1	36.1
1	25
1	24
1	25
1	25
1	23
1	25
1	25
1	24
1	26
1	25
1	26
1	27
1	35.1
1	26
1	26
1	26
1	35.1
1	25
1	35.1
1	25
1	27
1	24
1	23
1	45.2
1	26
1	25
1	24
1	25
1	25
1	36.1
1	46.2
1	35.1
1	26
1	56.3
1	26
1	26
1	45.2
1	26
1	25
1	35.1
1	24
1	25
1	24
1	35.1
1	27
1	24
1	25
1	26
1	26
1	24
1	25
1	25
1	25
1	25
1	37.1
1	25
1	46.2
1	26
1	36.1
1	33.1
1	24
1	25
1	34.1
1	55.3
1	25
1	46.2
1	27
1	25
1	25
1	28
1	26
1	24
1	36.1
1	26
1	33.1
1	23
1	55.3
1	26
1	35.1
1	65.4
1	26
1	36.1
1	45.2
1	28
1	36.1
1	25
1	25
1	27
1	24
1	23
1	25
1	24
1	25
1	23
1	24
1	25
1	35.1
1	26
1	35.1
1	24
1	36.1
1	25
1	23
1	35.1
1	24
1	57.3
1	34.1
1	25
1	37.1
1	24
1	44.2
1	26
1	26
1	26
1	46.2
1	36.1
1	66.4
1	45.2
1	45.2
1	24
1	25
1	36.1
1	26
1	25
1	33.1
1	65.4
1	25
1	26
1	25
1	25
1	25
1	25
1	26
1	25
1	25
1	26
1	25
1	26
1	25
1	23
1	26
1	23
1	24
1	26
1	24
1	26
1	26
1	26
1	25
1	25
1	24
1	27
1	24
1	25
1	25
1	26
1	25
1	34.1
1	26
1	45.2
1	36.1
1	26
1	35.1
1	34.1
1	26
1	25
1	69.3
1	49.1
1	37
1	38
1	67.3
1	98.6
1	37
1	58.2
1	38
1	48.1
1	48.1
1	37
1	37
1	38
1	39
1	37
1	58.2
1	37
1	87.5
1	38
1	48.1
1	57.2
1	56.2
1	65.3
1	38
1	68.3
1	88.5
1	98.6
1	68.3
1	58.2
1	79.4
1	87.5
1	96.6
1	69.3
1	88.5
1	97.6
1	56.2
1	121.8
1	48.1
1	117.8
