作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	4	4	15	8
2	0	2	2	11	5
3	0	9	9	9	2
4	1	3	4	4	10
5	1	1	2	15	3
6	1	3	4	10	7
7	2	1	3	4	9
8	2	7	9	11	4
9	2	9	11	3	7
10	2	4	6	15	3
11	2	5	7	14	2
12	3	4	7	2	4
13	4	1	5	1	8
14	4	3	7	4	3
15	4	6	10	5	8
16	5	10	15	9	5
17	5	8	13	6	6
18	6	4	10	5	7
19	6	8	14	13	4
20	6	9	15	13	10
21	7	4	11	8	9
22	7	5	12	6	10
23	7	7	14	13	6
24	7	6	13	8	7
25	7	6	13	4	4
26	8	3	11	6	4
27	8	1	9	8	6
28	8	5	13	2	2
29	9	8	17	15	8
30	9	3	12	8	10
31	10	8	18	6	9
32	10	2	12	12	3
33	11	5	16	5	9
34	11	8	19	4	7
35	11	9	20	8	7
36	12	3	15	13	6
37	12	1	13	2	2
38	13	4	17	11	1
39	13	4	17	10	6
40	13	10	23	6	2
41	13	8	21	13	4
42	14	8	22	5	5
43	14	4	18	8	4
44	15	8	23	14	2
45	17	5	22	15	10
46	17	5	22	14	8
47	17	5	22	12	10
48	17	4	21	8	3
49	17	8	25	3	7
50	18	9	27	15	7
51	19	7	26	9	5
52	20	6	26	5	10
53	20	1	21	13	10
54	21	1	22	4	5
55	21	5	26	12	1
56	21	10	31	6	6
57	22	6	28	14	3
58	22	4	26	7	5
59	23	6	29	13	8
60	23	2	25	9	9
61	23	2	25	13	9
62	23	3	26	15	2
63	25	1	26	14	1
64	25	7	32	14	8
65	26	10	36	1	7
66	27	6	33	6	10
67	27	7	34	11	9
68	27	7	34	12	3
69	28	6	34	15	3
70	28	6	34	7	4
71	29	7	36	7	8
72	29	2	31	1	6
73	30	5	35	10	3
74	30	2	32	12	7
75	31	10	41	10	8
76	31	5	36	13	9
77	33	3	36	10	9
78	33	7	40	15	10
79	33	8	41	10	10
80	34	3	37	10	3
81	34	9	43	11	9
82	34	10	44	11	3
83	34	5	39	10	5
84	34	4	38	12	9
85	35	6	41	12	4
86	35	3	38	13	2
87	35	1	36	1	1
88	36	4	40	6	4
89	36	6	42	12	3
90	36	7	43	8	4
91	36	7	43	5	8
92	37	4	41	4	3
93	37	7	44	12	8
94	39	9	48	2	6
95	40	5	45	7	5
96	41	10	51	8	1
97	42	10	52	2	10
98	42	5	47	8	6
99	43	7	50	6	3
100	44	8	52	5	8
101	45	6	51	2	4
102	46	2	48	6	5
103	47	3	50	7	9
104	47	3	50	14	8
105	47	4	51	14	9
106	48	8	56	9	3
107	48	6	54	13	9
108	48	10	58	9	3
109	48	2	50	6	1
110	49	6	55	11	6
111	49	1	50	10	1
112	49	1	50	2	6
113	50	4	54	14	8
114	50	3	53	5	5
115	51	10	61	9	1
116	51	7	58	9	6
117	52	3	55	1	4
118	53	2	55	1	10
119	54	4	58	13	3
120	54	5	59	9	7
121	54	8	62	10	6
122	55	10	65	11	3
123	55	4	59	15	9
124	55	5	60	5	10
125	57	1	58	6	1
126	57	6	63	13	8
127	57	6	63	5	9
128	58	4	62	4	1
129	58	10	68	9	5
130	59	2	61	8	9
131	59	6	65	5	9
132	59	5	64	10	6
133	59	5	64	6	9
134	60	2	62	10	10
135	60	10	70	3	9
136	60	1	61	4	7
137	60	8	68	7	4
138	61	9	70	2	1
139	61	2	63	12	2
140	61	2	63	2	6
141	62	3	65	7	3
142	62	7	69	12	10
143	62	6	68	5	1
144	63	8	71	14	6
145	64	10	74	12	7
146	65	8	73	10	10
147	66	4	70	6	7
148	67	7	74	10	1
149	67	4	71	2	6
150	67	9	76	2	7
