作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	13	6
2	0	8	8	1	6
3	1	3	4	15	8
4	2	4	6	1	10
5	2	5	7	13	6
6	2	5	7	13	5
7	2	3	5	5	5
8	3	8	11	11	9
9	3	8	11	14	1
10	3	8	11	8	5
11	4	9	13	4	3
12	4	3	7	5	4
13	5	10	15	6	4
14	5	6	11	13	9
15	5	3	8	2	2
16	6	4	10	9	8
17	6	2	8	14	10
18	6	2	8	14	9
19	8	10	18	7	1
20	8	3	11	14	6
21	8	5	13	8	6
22	8	3	11	10	9
23	8	1	9	11	8
24	8	4	12	11	7
25	9	10	19	3	4
26	9	3	12	5	7
27	9	7	16	3	7
28	10	3	13	8	8
29	10	6	16	7	4
30	11	3	14	9	2
31	12	2	14	5	3
32	12	1	13	12	3
33	12	5	17	4	6
34	12	2	14	10	7
35	14	8	22	4	1
36	14	5	19	7	2
37	16	9	25	7	2
38	17	8	25	15	3
39	17	3	20	11	4
40	17	1	18	3	6
41	18	7	25	15	7
42	18	3	21	12	5
43	19	2	21	1	8
44	19	7	26	2	9
45	20	1	21	12	9
46	20	5	25	7	6
47	20	5	25	13	8
48	21	1	22	5	9
49	21	2	23	13	5
50	22	1	23	4	9
51	22	10	32	6	10
52	23	2	25	4	5
53	23	3	26	9	1
54	23	7	30	6	10
55	23	9	32	3	9
56	24	6	30	6	10
57	24	5	29	14	2
58	25	8	33	10	6
59	26	8	34	13	6
60	27	5	32	12	2
61	27	4	31	3	2
62	28	2	30	6	1
63	29	5	34	13	8
64	30	10	40	9	9
65	31	5	36	5	8
66	32	9	41	4	8
67	34	2	36	2	3
68	34	6	40	4	9
69	34	6	40	3	10
70	34	1	35	4	2
71	34	3	37	14	5
72	36	5	41	11	8
73	36	6	42	4	6
74	36	6	42	7	8
75	36	8	44	7	3
76	36	7	43	10	6
77	37	8	45	13	2
78	37	6	43	2	7
79	37	8	45	4	8
80	37	9	46	8	3
81	38	4	42	14	1
82	38	6	44	7	5
83	39	6	45	8	6
84	40	6	46	8	3
85	40	4	44	2	1
86	41	2	43	4	5
87	41	1	42	13	8
88	42	5	47	9	1
89	42	8	50	1	5
90	42	2	44	1	4
91	42	4	46	5	8
92	42	5	47	15	5
93	42	5	47	5	8
94	42	6	48	12	5
95	43	5	48	10	4
96	43	6	49	5	7
97	43	2	45	10	10
98	44	9	53	15	1
99	44	7	51	1	6
100	44	8	52	2	2
101	45	1	46	11	4
102	45	6	51	8	10
103	45	1	46	4	10
104	47	8	55	2	8
105	47	10	57	11	6
106	47	4	51	14	3
107	48	5	53	10	6
108	48	2	50	10	2
109	49	10	59	14	2
110	49	2	51	11	6
111	49	1	50	2	4
112	50	10	60	11	9
113	50	4	54	13	6
114	50	1	51	10	9
115	52	10	62	14	4
116	53	4	57	4	10
117	53	6	59	9	5
118	53	9	62	10	3
119	53	6	59	12	10
120	54	1	55	15	9
121	54	9	63	1	10
122	54	9	63	3	2
123	55	7	62	2	1
124	55	8	63	5	9
125	55	8	63	14	10
126	55	1	56	1	4
127	55	7	62	12	10
128	55	10	65	7	9
129	56	9	65	11	7
130	56	6	62	2	2
131	58	5	63	8	9
132	59	6	65	8	10
133	60	7	67	2	3
134	61	6	67	7	3
135	61	1	62	6	5
136	62	5	67	15	8
137	62	9	71	14	10
138	62	4	66	3	1
139	62	5	67	4	6
140	63	10	73	3	9
141	63	8	71	12	10
142	63	8	71	11	6
143	63	3	66	14	7
144	63	7	70	3	6
145	66	5	71	7	1
146	67	3	70	5	2
147	67	5	72	12	2
148	67	10	77	6	2
149	67	10	77	11	6
150	68	10	78	14	6
151	69	9	78	3	1
152	69	6	75	15	4
153	70	8	78	3	8
154	71	6	77	1	10
155	71	5	76	8	5
156	71	2	73	1	3
157	73	5	78	6	6
158	73	10	83	13	10
159	75	10	85	5	2
160	75	3	78	2	3
161	76	2	78	5	8
162	76	6	82	9	8
163	77	9	86	8	3
164	77	2	79	9	7
165	78	9	87	9	9
166	78	5	83	7	4
167	79	10	89	12	2
168	79	4	83	8	4
169	80	5	85	11	6
170	80	6	86	14	6
171	81	1	82	4	10
172	81	10	91	9	2
173	82	3	85	3	5
174	82	9	91	10	10
175	83	9	92	1	7
176	84	6	90	10	2
177	85	10	95	13	2
178	85	2	87	6	10
179	86	10	96	9	9
180	86	4	90	7	1
181	86	8	94	13	3
182	86	8	94	10	6
183	86	10	96	6	1
184	89	8	97	8	7
185	89	6	95	10	2
186	90	7	97	2	10
187	90	8	98	8	2
188	90	9	99	10	5
189	91	5	96	7	9
190	91	2	93	11	4
191	91	7	98	1	4
192	91	7	98	13	10
193	93	4	97	8	6
194	94	6	100	8	10
195	94	9	103	8	2
196	96	8	104	6	9
197	96	2	98	12	2
198	97	1	98	12	10
199	98	7	105	11	6
200	98	10	108	1	6
201	99	1	100	12	4
202	99	10	109	14	3
203	99	6	105	12	2
204	99	9	108	10	7
205	101	1	102	7	5
206	101	2	103	7	9
207	101	3	104	4	5
208	102	10	112	10	6
209	103	5	108	7	6
210	104	9	113	3	3
