作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	4	4	9	8
2	0	6	6	8	4
3	0	4	4	7	6
4	0	0	0	6	1
5	0	0	0	8	1
6	4	9	13	8	8
7	4	3	7	6	1
8	4	4	8	8	6
9	4	10	14	6	4
10	4	4	8	10	5
11	6	6	12	5	8
12	7	6	13	5	1
13	7	4	11	7	2
14	8	1	9	5	5
15	8	2	10	6	1
16	8	10	18	10	4
17	9	4	13	8	4
18	11	10	21	7	2
19	12	4	16	5	4
20	13	10	23	9	5
21	13	2	15	7	2
22	14	4	18	7	2
23	15	1	16	7	7
24	16	2	18	7	1
25	18	5	23	5	7
26	18	10	28	10	2
27	18	3	21	8	2
28	21	1	22	10	5
29	21	3	24	7	5
30	21	3	24	7	4
31	21	10	31	10	6
32	21	6	27	9	2
33	23	9	32	5	1
34	24	5	29	7	1
35	24	3	27	5	1
36	27	4	31	7	1
37	27	10	37	9	6
38	28	3	31	8	6
39	28	10	38	9	7
40	29	3	32	9	3
41	31	9	40	5	3
42	31	8	39	10	3
43	32	9	41	8	1
44	32	10	42	10	7
45	37	4	41	7	1
46	38	6	44	5	8
47	39	5	44	6	6
48	40	10	50	6	8
49	41	2	43	7	2
50	41	10	51	9	3
51	41	3	44	8	4
52	42	2	44	9	4
53	44	5	49	9	1
54	44	8	52	6	3
55	44	4	48	10	7
56	44	7	51	10	1
57	49	3	52	9	1
58	50	1	51	8	1
59	51	5	56	6	6
60	51	10	61	7	5
61	51	1	52	5	3
62	51	8	59	9	3
63	52	4	56	10	2
64	52	8	60	7	6
65	52	1	53	7	8
66	53	9	62	7	4
67	56	4	60	8	3
68	56	1	57	8	2
69	57	10	67	8	7
70	59	1	60	6	7
71	59	8	67	7	3
72	60	10	70	5	1
73	60	9	69	5	3
74	60	3	63	10	1
75	60	4	64	7	1
76	61	10	71	10	5
77	63	2	65	10	7
78	65	9	74	7	4
79	67	4	71	9	3
80	69	6	75	6	4
81	70	4	74	9	2
82	71	4	75	7	4
83	74	2	76	9	5
84	74	5	79	8	4
85	75	4	79	7	4
86	76	10	86	5	7
87	76	4	80	6	3
88	79	5	84	10	2
89	80	9	89	7	1
90	84	9	93	6	4
