作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	6	7
2	0	10	10	5	6
3	0	3	3	6	8
4	0	0	0	9	4
5	0	0	0	10	7
6	3	3	6	5	2
7	3	10	13	7	2
8	3	2	5	6	7
9	5	3	8	8	3
10	5	9	14	8	1
11	5	8	13	8	2
12	10	5	15	6	7
13	10	10	20	6	1
14	10	9	19	5	6
15	13	1	14	9	8
16	13	5	18	9	1
17	14	6	20	6	3
18	14	5	19	9	4
19	15	3	18	7	3
20	18	1	19	5	4
21	18	1	19	9	5
22	19	1	20	6	8
23	19	5	24	5	6
24	19	7	26	7	2
25	19	5	24	6	6
26	20	5	25	5	8
27	20	3	23	6	2
28	20	2	22	6	1
29	22	4	26	7	3
30	22	8	30	9	1
31	23	3	26	7	5
32	24	7	31	5	8
33	24	4	28	8	7
34	25	2	27	10	7
35	26	8	34	5	1
36	26	5	31	5	7
37	28	4	32	5	2
38	28	3	31	7	8
39	30	1	31	9	5
40	31	1	32	5	5
41	31	3	34	6	8
42	31	9	40	8	4
43	31	7	38	10	7
44	32	7	39	10	4
45	32	9	41	5	1
46	32	9	41	10	4
47	34	7	41	8	3
48	34	4	38	5	4
49	34	6	40	10	7
50	38	8	46	5	3
51	40	4	44	6	2
52	40	9	49	8	4
53	41	7	48	10	4
54	41	4	45	6	8
55	44	9	53	9	3
56	44	3	47	9	6
57	45	8	53	10	8
58	46	8	54	6	7
59	48	1	49	6	8
60	48	5	53	10	2
61	49	8	57	10	1
62	49	7	56	10	7
63	53	5	58	5	5
64	53	4	57	8	6
65	54	9	63	10	5
66	54	8	62	8	6
67	56	3	59	7	3
68	57	7	64	9	8
69	57	6	63	9	8
70	58	6	64	10	2
71	58	4	62	6	7
72	58	10	68	7	6
73	59	10	69	9	4
74	62	2	64	7	8
75	63	10	73	6	7
76	63	3	66	7	2
77	64	3	67	7	7
78	66	5	71	6	1
79	67	9	76	8	3
80	68	6	74	7	1
81	69	10	79	7	2
82	69	8	77	7	5
83	71	10	81	5	1
84	73	7	80	8	3
85	76	3	79	10	8
86	76	4	80	6	3
87	77	8	85	6	2
88	79	10	89	9	2
89	80	2	82	7	2
90	81	7	88	10	3
