作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	10	10	10	5
2	0	4	4	7	2
3	0	3	3	7	7
4	0	0	0	6	6
5	0	0	0	8	1
6	3	2	5	5	4
7	3	4	7	5	8
8	3	2	5	5	8
9	4	5	9	6	6
10	5	8	13	9	6
11	5	8	13	5	7
12	5	1	6	8	1
13	6	4	10	9	7
14	7	9	16	5	1
15	7	9	16	10	3
16	10	10	20	7	6
17	10	5	15	10	2
18	13	5	18	8	6
19	13	5	18	10	4
20	15	7	22	7	8
21	15	4	19	8	8
22	15	1	16	9	8
23	16	5	21	9	6
24	16	5	21	10	3
25	16	5	21	10	6
26	16	3	19	9	7
27	18	10	28	10	6
28	19	2	21	7	7
29	19	2	21	8	7
30	19	8	27	5	6
31	20	5	25	8	2
32	20	9	29	6	1
33	21	1	22	10	7
34	21	8	29	5	8
35	21	7	28	6	4
36	22	4	26	9	5
37	22	8	30	6	3
38	22	5	27	6	7
39	26	10	36	7	2
40	27	9	36	10	8
41	27	9	36	5	3
42	27	2	29	7	4
43	27	5	32	5	1
44	28	6	34	6	7
45	28	9	37	6	1
46	29	3	32	10	7
47	29	9	38	9	3
48	29	2	31	7	2
49	29	10	39	9	5
50	30	5	35	9	7
51	31	10	41	6	8
52	32	5	37	6	5
53	32	7	39	5	2
54	36	7	43	7	3
55	36	10	46	8	2
56	37	10	47	7	2
57	37	2	39	8	6
58	37	2	39	5	6
59	39	8	47	8	2
60	39	5	44	9	2
61	41	7	48	9	2
62	43	10	53	6	8
63	43	9	52	9	5
64	43	2	45	7	4
65	44	6	50	7	2
66	46	7	53	7	5
67	47	6	53	6	4
68	47	9	56	5	1
69	48	1	49	5	5
70	49	8	57	10	2
71	49	1	50	7	6
72	50	2	52	7	8
73	50	6	56	6	1
74	52	2	54	8	2
75	53	5	58	5	1
76	53	5	58	5	2
77	53	1	54	5	4
78	53	3	56	5	4
79	54	10	64	7	3
80	54	6	60	7	7
81	54	2	56	10	6
82	56	2	58	9	2
83	56	2	58	9	1
84	57	6	63	7	8
85	58	5	63	8	5
86	58	4	62	5	5
87	60	9	69	7	3
88	64	10	74	9	2
89	69	8	77	8	6
90	77	7	84	6	2
