作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	1	1	9	4
2	0	7	7	6	7
3	0	7	7	6	5
4	0	0	0	5	7
5	0	0	0	9	6
6	1	9	10	7	1
7	7	1	8	9	7
8	7	4	11	7	2
9	7	8	15	10	1
10	8	2	10	5	3
11	10	10	20	8	3
12	15	4	19	6	3
13	15	10	25	5	4
14	15	5	20	5	2
15	19	4	23	8	3
16	19	4	23	9	4
17	19	2	21	8	8
18	20	6	26	9	8
19	20	6	26	9	7
20	21	9	30	10	5
21	21	2	23	5	2
22	21	5	26	8	8
23	23	7	30	7	3
24	23	9	32	5	3
25	25	8	33	6	7
26	25	10	35	9	6
27	25	10	35	7	1
28	26	5	31	10	2
29	26	10	36	7	4
30	26	8	34	7	8
31	26	7	33	9	2
32	30	7	37	5	7
33	33	6	39	7	4
34	33	2	35	6	5
35	35	3	38	7	7
36	35	2	37	6	5
37	35	2	37	7	3
38	35	3	38	7	8
39	35	10	45	9	6
40	36	4	40	10	8
41	36	4	40	5	7
42	37	7	44	5	2
43	37	1	38	9	8
44	38	6	44	7	6
45	38	3	41	5	3
46	38	4	42	6	4
47	38	1	39	5	8
48	39	3	42	7	6
49	39	6	45	9	2
50	39	6	45	10	2
51	40	9	49	5	7
52	41	5	46	8	3
53	42	6	48	8	6
54	42	6	48	8	3
55	44	10	54	10	4
56	44	8	52	9	3
57	44	8	52	10	5
58	45	1	46	5	5
59	45	6	51	9	6
60	45	1	46	8	2
61	46	10	56	5	6
62	46	1	47	9	8
63	48	9	57	6	8
64	48	10	58	6	3
65	49	6	55	8	7
66	49	9	58	9	2
67	49	3	52	10	5
68	52	5	57	9	1
69	52	4	56	8	7
70	56	6	62	7	4
71	56	2	58	5	4
72	57	4	61	7	8
73	57	5	62	9	7
74	57	5	62	10	7
75	58	3	61	8	5
76	58	5	63	7	6
77	58	7	65	8	5
78	61	4	65	9	3
79	61	7	68	8	1
80	62	3	65	7	5
81	62	3	65	5	2
82	65	2	67	10	7
83	65	8	73	7	6
84	65	7	72	8	2
85	65	1	66	10	7
86	67	6	73	5	2
87	72	4	76	10	3
88	73	7	80	9	2
89	73	10	83	8	2
90	76	7	83	6	8
