作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	6	6	6	4
2	0	5	5	9	6
3	0	1	1	9	6
4	0	0	0	7	6
5	0	0	0	9	3
6	1	6	7	6	5
7	1	10	11	9	4
8	5	6	11	5	7
9	5	2	7	5	4
10	5	6	11	8	8
11	6	9	15	10	7
12	7	2	9	6	1
13	7	1	8	8	2
14	7	5	12	9	4
15	7	3	10	8	4
16	7	7	14	5	4
17	10	10	20	5	3
18	11	10	21	9	2
19	11	4	15	6	6
20	11	7	18	5	1
21	11	7	18	7	8
22	12	6	18	8	1
23	14	2	16	6	3
24	15	10	25	6	6
25	15	6	21	8	7
26	15	10	25	7	2
27	18	5	23	8	6
28	18	2	20	8	2
29	18	7	25	7	1
30	18	10	28	5	6
31	18	8	26	10	3
32	20	3	23	9	8
33	20	3	23	8	2
34	21	1	22	6	8
35	23	5	28	5	5
36	23	10	33	6	3
37	23	6	29	10	8
38	25	2	27	6	5
39	25	8	33	7	7
40	25	3	28	10	8
41	26	2	28	5	8
42	27	3	30	10	8
43	27	1	28	5	3
44	28	9	37	9	3
45	28	3	31	8	8
46	28	5	33	6	5
47	28	8	36	10	5
48	30	4	34	5	7
49	31	2	33	6	5
50	33	4	37	9	4
51	33	2	35	7	3
52	33	4	37	9	7
53	33	3	36	10	3
54	33	10	43	9	4
55	34	6	40	9	1
56	36	4	40	8	6
57	36	7	43	9	5
58	36	4	40	6	1
59	37	1	38	5	8
60	37	8	45	5	4
61	37	2	39	6	2
62	37	3	40	10	3
63	40	10	50	10	4
64	40	1	41	5	6
65	40	3	43	8	1
66	40	10	50	8	7
67	40	6	46	5	1
68	41	10	51	8	5
69	43	1	44	6	3
70	43	9	52	7	5
71	43	5	48	8	5
72	44	4	48	5	6
73	48	6	54	10	8
74	50	1	51	9	6
75	51	1	52	8	8
76	51	3	54	7	2
77	52	1	53	6	8
78	52	7	59	5	5
79	53	8	61	9	1
80	54	2	56	6	3
81	54	2	56	7	3
82	54	10	64	7	7
83	56	4	60	5	1
84	59	10	69	7	5
85	61	6	67	7	2
86	64	10	74	9	7
87	64	3	67	5	5
88	67	2	69	8	5
89	69	3	72	6	6
90	69	10	79	7	1
