作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	3	3	8	8
2	0	3	3	7	4
3	0	7	7	5	6
4	0	0	0	9	5
5	0	0	0	8	1
6	3	3	6	7	6
7	3	5	8	8	6
8	3	3	6	7	6
9	6	1	7	6	4
10	6	10	16	8	1
11	6	8	14	10	1
12	6	4	10	5	6
13	7	8	15	9	8
14	7	1	8	5	3
15	7	8	15	5	6
16	8	7	15	10	8
17	8	3	11	10	7
18	8	6	14	6	5
19	10	6	16	10	4
20	11	5	16	5	2
21	14	3	17	8	3
22	14	2	16	5	7
23	14	4	18	5	6
24	15	2	17	8	2
25	15	4	19	9	4
26	15	10	25	7	1
27	15	9	24	5	1
28	16	9	25	5	4
29	16	3	19	7	8
30	16	5	21	10	4
31	16	9	25	7	7
32	16	2	18	10	1
33	16	6	22	9	6
34	17	7	24	9	5
35	18	10	28	7	8
36	18	4	22	8	1
37	19	2	21	10	2
38	21	8	29	8	3
39	22	5	27	8	1
40	22	8	30	10	4
41	24	9	33	9	5
42	24	1	25	10	6
43	25	2	27	7	8
44	25	2	27	9	7
45	25	8	33	7	5
46	27	9	36	5	3
47	27	2	29	6	4
48	28	6	34	10	3
49	29	6	35	10	4
50	29	8	37	10	3
51	29	6	35	7	5
52	30	8	38	5	5
53	33	7	40	8	7
54	33	1	34	6	3
55	33	5	38	9	7
56	34	7	41	7	1
57	34	3	37	8	8
58	35	5	40	10	4
59	36	7	43	6	6
60	36	8	44	6	8
61	36	6	42	10	8
62	37	8	45	8	2
63	37	3	40	10	1
64	38	4	42	10	1
65	40	4	44	7	5
66	40	6	46	6	1
67	40	6	46	8	2
68	42	1	43	5	3
69	42	2	44	8	2
70	42	2	44	7	1
71	43	2	45	9	2
72	44	10	54	9	7
73	44	2	46	10	4
74	44	6	50	10	1
75	45	6	51	7	7
76	45	6	51	6	3
77	46	1	47	5	8
78	46	4	50	8	1
79	46	4	50	5	3
80	47	4	51	9	1
81	50	2	52	6	5
82	51	6	57	7	5
83	51	10	61	10	6
84	52	9	61	7	2
85	54	9	63	7	2
86	54	9	63	5	7
87	57	7	64	8	2
88	57	3	60	6	8
89	61	9	70	7	1
90	63	10	73	5	2
