作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	2	2	10	5
2	0	8	8	9	3
3	0	6	6	8	1
4	0	0	0	9	8
5	0	0	0	8	7
6	2	5	7	7	5
7	2	3	5	9	8
8	5	6	11	5	8
9	5	7	12	5	5
10	6	9	15	9	1
11	7	10	17	8	2
12	8	6	14	10	2
13	8	3	11	6	1
14	11	6	17	10	5
15	11	8	19	7	7
16	12	10	22	6	1
17	15	8	23	10	1
18	15	8	23	9	1
19	17	5	22	5	2
20	17	10	27	9	7
21	19	4	23	8	7
22	19	9	28	10	4
23	22	9	31	5	6
24	23	5	28	10	8
25	23	5	28	8	8
26	27	5	32	9	2
27	28	7	35	7	7
28	28	10	38	10	5
29	28	5	33	7	6
30	28	5	33	10	6
31	31	3	34	5	8
32	31	9	40	7	8
33	32	10	42	6	4
34	33	2	35	10	4
35	33	9	42	5	7
36	34	2	36	7	7
37	35	2	37	7	3
38	38	8	46	8	8
39	40	1	41	7	2
40	41	10	51	5	3
41	41	7	48	8	3
42	42	8	50	6	8
43	42	2	44	6	1
44	44	9	53	9	4
45	46	1	47	5	4
46	46	6	52	9	1
47	48	1	49	10	4
48	49	8	57	9	7
49	50	7	57	10	5
50	51	5	56	6	4
51	52	7	59	10	6
52	53	10	63	10	2
53	56	5	61	9	7
54	57	10	67	7	5
55	57	1	58	10	3
56	58	4	62	7	6
57	59	5	64	9	1
58	62	8	70	6	5
59	63	1	64	9	2
60	63	8	71	5	3
61	64	7	71	8	8
62	64	8	72	9	5
63	67	2	69	5	1
64	67	8	75	6	8
65	69	3	72	6	5
66	70	4	74	6	1
67	70	8	78	10	8
68	70	8	78	6	4
69	71	6	77	5	4
70	72	4	76	6	4
71	75	2	77	5	7
72	76	5	81	7	3
73	77	2	79	9	4
74	77	9	86	9	6
75	78	8	86	7	4
76	78	3	81	10	4
77	78	9	87	6	6
78	79	5	84	10	4
79	81	2	83	7	4
80	81	8	89	9	7
81	84	7	91	6	7
82	86	8	94	5	7
83	86	1	87	7	8
84	87	3	90	6	4
85	87	9	96	6	3
86	87	7	94	5	8
87	89	2	91	5	3
88	91	8	99	10	3
89	94	10	104	5	3
90	94	3	97	6	3
