作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	4	4	10	3
2	0	4	4	7	5
3	0	1	1	5	5
4	0	0	0	9	4
5	0	0	0	5	6
6	1	6	7	8	6
7	1	2	3	9	5
8	3	3	6	10	8
9	4	9	13	10	3
10	4	3	7	6	2
11	4	8	12	6	3
12	4	9	13	6	6
13	7	9	16	9	8
14	7	10	17	9	8
15	7	9	16	10	8
16	12	5	17	8	5
17	12	8	20	7	3
18	13	8	21	7	7
19	13	4	17	5	5
20	13	6	19	7	1
21	16	6	22	8	1
22	17	9	26	6	2
23	17	10	27	6	4
24	19	3	22	10	7
25	20	10	30	9	6
26	21	5	26	6	7
27	21	3	24	10	8
28	22	2	24	5	1
29	22	3	25	6	3
30	24	4	28	9	4
31	24	9	33	8	2
32	26	4	30	9	7
33	26	9	35	5	6
34	27	7	34	6	3
35	27	10	37	8	8
36	28	5	33	5	3
37	30	3	33	9	7
38	30	10	40	9	2
39	33	4	37	7	8
40	33	8	41	9	7
41	34	6	40	10	8
42	35	5	40	6	1
43	35	7	42	6	1
44	37	10	47	7	6
45	37	3	40	9	3
46	40	7	47	6	2
47	40	9	49	6	5
48	40	2	42	7	2
49	41	7	48	7	7
50	42	5	47	6	5
51	42	7	49	8	8
52	42	7	49	6	1
53	42	10	52	8	4
54	42	6	48	5	3
55	47	4	51	6	6
56	48	7	55	9	2
57	48	10	58	9	4
58	49	7	56	6	7
59	51	2	53	8	5
60	52	9	61	6	7
61	52	9	61	10	4
62	53	6	59	6	8
63	55	10	65	5	4
64	56	10	66	8	5
65	56	5	61	9	5
66	56	10	66	8	8
67	59	6	65	8	8
68	61	1	62	7	6
69	61	10	71	10	8
70	61	2	63	7	7
71	61	1	62	8	8
72	62	4	66	10	6
73	63	8	71	7	5
74	63	7	70	10	7
75	65	5	70	5	5
76	65	9	74	6	7
77	66	6	72	6	5
78	66	4	70	5	7
79	71	3	74	10	5
80	71	2	73	7	7
81	71	1	72	10	1
82	71	4	75	10	5
83	72	2	74	8	4
84	72	2	74	10	7
85	73	3	76	7	1
86	74	3	77	9	3
87	74	2	76	7	7
88	75	2	77	10	3
89	75	8	83	10	1
90	77	1	78	10	6
