作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	7	3
2	0	7	7	10	8
3	0	10	10	9	3
4	0	0	0	9	2
5	0	0	0	7	2
6	7	10	17	9	2
7	7	9	16	5	5
8	7	4	11	7	2
9	8	7	15	9	8
10	10	6	16	10	1
11	10	7	17	8	4
12	10	1	11	5	8
13	11	8	19	8	2
14	11	2	13	5	8
15	11	3	14	7	3
16	11	3	14	10	4
17	11	6	17	9	3
18	11	6	17	6	5
19	13	6	19	8	1
20	13	5	18	10	4
21	13	2	15	8	1
22	14	3	17	7	5
23	14	4	18	8	8
24	14	1	15	9	2
25	14	9	23	9	6
26	15	5	20	10	5
27	15	1	16	5	6
28	15	10	25	8	2
29	15	7	22	10	4
30	16	3	19	9	6
31	17	8	25	6	7
32	17	8	25	9	4
33	17	6	23	6	1
34	18	9	27	9	3
35	18	4	22	10	5
36	18	1	19	7	2
37	18	10	28	6	3
38	22	10	32	10	7
39	23	7	30	7	1
40	23	9	32	9	2
41	25	10	35	5	3
42	25	3	28	8	3
43	25	9	34	8	8
44	28	6	34	6	2
45	28	7	35	10	4
46	30	9	39	6	6
47	32	7	39	8	8
48	32	10	42	9	1
49	32	1	33	9	1
50	33	1	34	9	4
51	34	10	44	7	2
52	34	8	42	9	3
53	34	10	44	6	5
54	35	7	42	7	5
55	35	2	37	6	2
56	35	8	43	5	5
57	37	4	41	10	6
58	42	6	48	8	4
59	42	2	44	10	7
60	42	4	46	8	7
61	42	2	44	5	1
62	43	6	49	8	3
63	43	1	44	10	3
64	44	1	45	9	4
65	44	5	49	5	2
66	44	10	54	6	7
67	44	4	48	7	1
68	44	2	46	5	4
69	45	1	46	9	7
70	46	6	52	8	1
71	46	8	54	9	8
72	46	5	51	6	1
73	46	10	56	8	4
74	48	9	57	10	5
75	49	3	52	7	2
76	52	5	57	6	8
77	52	5	57	10	8
78	52	6	58	6	5
79	54	1	55	9	1
80	55	10	65	8	4
81	56	2	58	10	7
82	57	4	61	6	3
83	58	4	62	6	4
84	61	5	66	6	1
85	61	4	65	7	5
86	62	10	72	5	7
87	65	8	73	6	7
88	65	9	74	7	5
89	72	8	80	5	8
90	74	7	81	8	2
