作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	1	1	6	8
2	0	5	5	8	6
3	0	7	7	8	6
4	0	0	0	7	4
5	0	0	0	7	4
6	1	2	3	8	7
7	1	3	4	9	3
8	1	3	4	7	1
9	4	1	5	9	7
10	4	1	5	6	1
11	4	6	10	6	5
12	4	7	11	7	5
13	5	7	12	10	6
14	5	6	11	5	1
15	7	4	11	7	2
16	11	4	15	7	7
17	11	6	17	8	1
18	11	9	20	9	3
19	11	9	20	10	3
20	11	2	13	7	5
21	11	2	13	8	2
22	12	3	15	7	5
23	13	9	22	9	6
24	13	2	15	5	7
25	15	8	23	6	5
26	15	10	25	6	1
27	15	9	24	5	5
28	15	7	22	9	1
29	17	2	19	6	6
30	20	6	26	10	8
31	20	10	30	7	4
32	22	2	24	5	2
33	22	6	28	6	6
34	24	3	27	9	5
35	24	5	29	6	4
36	26	6	32	10	8
37	26	1	27	8	2
38	27	1	28	10	2
39	27	3	30	5	6
40	28	2	30	5	7
41	29	1	30	5	8
42	29	5	34	10	4
43	30	4	34	8	4
44	30	8	38	10	8
45	30	5	35	8	4
46	30	7	37	5	2
47	30	6	36	8	8
48	30	2	32	9	8
49	32	10	42	8	3
50	32	8	40	7	7
51	34	5	39	5	2
52	36	5	41	7	5
53	36	1	37	5	3
54	36	7	43	10	1
55	37	2	39	5	8
56	37	5	42	8	2
57	38	4	42	10	5
58	39	1	40	7	8
59	40	4	44	6	8
60	40	1	41	10	5
61	41	3	44	8	4
62	41	3	44	10	3
63	42	2	44	10	1
64	42	8	50	8	1
65	42	5	47	7	6
66	44	6	50	5	5
67	44	2	46	7	2
68	44	2	46	10	7
69	44	5	49	5	4
70	44	3	47	7	5
71	46	4	50	5	6
72	47	10	57	6	1
73	47	5	52	8	4
74	49	9	58	5	5
75	50	3	53	8	6
76	50	1	51	5	7
77	50	3	53	10	8
78	51	8	59	8	8
79	52	8	60	9	7
80	53	10	63	7	4
81	53	6	59	7	1
82	57	8	65	8	2
83	58	3	61	5	5
84	59	3	62	5	4
85	59	6	65	10	1
86	59	5	64	10	8
87	60	6	66	6	6
88	63	9	72	6	3
89	65	5	70	5	4
90	65	1	66	7	5
