作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	1	1	10	7
2	0	3	3	6	8
3	0	4	4	7	2
4	0	0	0	10	6
5	0	0	0	10	7
6	1	9	10	5	7
7	1	8	9	9	7
8	1	6	7	6	7
9	3	3	6	9	4
10	3	1	4	5	6
11	4	8	12	9	3
12	4	7	11	8	5
13	7	8	15	10	2
14	7	3	10	9	5
15	7	5	12	7	8
16	9	3	12	6	5
17	9	7	16	8	5
18	9	5	14	8	8
19	10	5	15	6	5
20	10	10	20	8	2
21	11	3	14	8	8
22	12	6	18	10	6
23	12	3	15	10	8
24	12	3	15	9	6
25	12	5	17	7	5
26	12	6	18	9	6
27	12	2	14	8	3
28	14	9	23	5	2
29	15	6	21	7	4
30	17	9	26	6	2
31	18	8	26	10	7
32	18	6	24	8	8
33	18	6	24	8	3
34	20	6	26	6	4
35	23	7	30	6	7
36	23	1	24	6	5
37	23	8	31	5	4
38	24	1	25	8	2
39	24	3	27	9	1
40	24	6	30	6	5
41	25	10	35	9	3
42	25	7	32	8	2
43	26	2	28	10	6
44	26	4	30	10	8
45	26	1	27	10	4
46	26	10	36	5	1
47	27	6	33	10	2
48	27	8	35	5	6
49	27	7	34	6	6
50	30	9	39	7	4
51	30	1	31	7	4
52	30	1	31	6	8
53	30	5	35	8	6
54	31	8	39	6	2
55	31	4	35	8	4
56	31	5	36	8	1
57	32	6	38	10	8
58	33	10	43	5	8
59	35	7	42	7	6
60	35	6	41	7	8
61	35	8	43	8	5
62	35	7	42	10	7
63	36	4	40	7	2
64	36	9	45	7	1
65	40	4	44	5	3
66	42	4	46	10	8
67	43	4	47	6	2
68	43	2	45	10	6
69	43	10	53	10	7
70	45	5	50	5	7
71	47	10	57	9	5
72	47	5	52	10	5
73	50	1	51	7	7
74	50	7	57	5	3
75	53	1	54	9	8
76	53	5	58	6	3
77	54	3	57	5	3
78	57	4	61	10	7
79	57	5	62	5	5
80	58	8	66	6	1
81	58	6	64	9	4
82	58	5	63	6	7
83	63	9	72	6	5
84	64	6	70	9	4
85	66	10	76	5	3
86	70	10	80	9	2
87	72	10	82	9	5
88	72	9	81	9	8
89	80	2	82	10	1
90	81	5	86	9	1
