作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	5	3
2	0	2	2	6	8
3	0	2	2	5	8
4	0	0	0	9	4
5	0	0	0	9	7
6	2	9	11	7	3
7	2	5	7	8	1
8	2	1	3	10	6
9	2	6	8	8	7
10	2	8	10	8	1
11	3	10	13	10	7
12	3	5	8	5	3
13	5	9	14	10	6
14	5	8	13	8	4
15	5	4	9	6	5
16	7	4	11	6	1
17	7	4	11	5	8
18	8	1	9	7	3
19	8	9	17	9	7
20	9	10	19	5	6
21	9	1	10	5	1
22	11	7	18	7	6
23	13	4	17	10	8
24	13	2	15	7	4
25	13	7	20	9	8
26	14	10	24	9	4
27	14	1	15	10	1
28	14	4	18	7	8
29	15	10	25	10	7
30	17	7	24	5	5
31	17	2	19	10	7
32	17	9	26	8	1
33	17	7	24	5	6
34	18	5	23	10	5
35	18	6	24	6	3
36	18	6	24	5	1
37	19	9	28	5	8
38	20	10	30	9	5
39	24	1	25	10	3
40	24	2	26	9	2
41	24	9	33	10	4
42	24	9	33	9	6
43	24	1	25	6	8
44	25	5	30	5	1
45	25	2	27	10	2
46	25	3	28	10	5
47	26	8	34	8	2
48	26	9	35	6	3
49	26	9	35	5	8
50	27	3	30	9	6
51	28	9	37	7	4
52	28	2	30	8	2
53	28	1	29	6	7
54	30	1	31	5	7
55	30	5	35	5	3
56	30	9	39	10	1
57	31	5	36	10	6
58	33	4	37	9	5
59	33	4	37	7	2
60	34	6	40	7	6
61	34	9	43	7	8
62	35	7	42	6	7
63	35	10	45	5	7
64	35	10	45	6	8
65	36	10	46	7	6
66	37	6	43	6	7
67	37	7	44	6	2
68	39	8	47	10	3
69	40	5	45	10	7
70	43	10	53	8	8
71	44	9	53	5	4
72	44	9	53	5	7
73	45	9	54	8	8
74	45	10	55	6	2
75	46	7	53	7	1
76	46	5	51	8	8
77	46	7	53	7	4
78	47	6	53	10	8
79	53	2	55	10	6
80	53	7	60	9	7
81	53	10	63	7	3
82	54	7	61	10	3
83	55	3	58	9	2
84	58	2	60	7	6
85	60	10	70	8	5
86	61	7	68	6	1
87	63	6	69	5	3
88	68	2	70	10	7
89	69	4	73	8	6
90	73	10	83	6	3
