作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	3	3	7	1
2	0	5	5	6	4
3	0	5	5	7	1
4	0	0	0	7	2
5	0	0	0	6	4
6	3	10	13	10	5
7	3	4	7	5	7
8	5	3	8	9	1
9	5	1	6	7	2
10	5	2	7	5	8
11	5	8	13	10	7
12	5	6	11	6	3
13	6	6	12	9	7
14	7	7	14	9	1
15	7	10	17	7	3
16	7	1	8	5	8
17	8	3	11	10	6
18	8	10	18	8	2
19	8	6	14	5	5
20	11	7	18	10	2
21	11	4	15	9	2
22	11	8	19	10	8
23	12	1	13	8	2
24	13	1	14	7	3
25	13	1	14	6	2
26	14	8	22	7	5
27	14	9	23	8	8
28	14	4	18	6	3
29	14	8	22	5	1
30	15	1	16	7	4
31	16	3	19	7	2
32	18	3	21	5	2
33	18	2	20	7	3
34	18	6	24	10	3
35	19	4	23	7	7
36	19	2	21	5	2
37	20	8	28	5	3
38	20	7	27	5	8
39	21	8	29	7	1
40	21	7	28	6	2
41	21	6	27	9	4
42	22	8	30	10	6
43	22	8	30	7	7
44	22	2	24	10	2
45	22	3	25	5	6
46	23	7	30	7	5
47	23	8	31	9	6
48	24	7	31	9	6
49	27	10	37	9	6
50	28	6	34	9	5
51	28	4	32	7	2
52	29	3	32	9	5
53	30	10	40	8	2
54	30	3	33	10	2
55	31	9	40	5	6
56	31	4	35	8	2
57	32	1	33	6	8
58	32	10	42	8	8
59	33	5	38	6	6
60	33	8	41	10	3
61	34	1	35	6	3
62	35	9	44	9	2
63	35	10	45	8	8
64	37	1	38	8	4
65	38	8	46	6	3
66	38	9	47	6	4
67	40	8	48	7	7
68	40	2	42	5	1
69	40	7	47	10	1
70	42	9	51	6	7
71	42	8	50	6	2
72	44	6	50	8	3
73	44	9	53	10	8
74	45	2	47	7	4
75	46	8	54	5	8
76	46	8	54	7	1
77	47	7	54	8	5
78	47	7	54	10	4
79	47	6	53	10	2
80	47	5	52	8	6
81	50	9	59	8	1
82	50	10	60	7	5
83	51	8	59	10	6
84	53	6	59	8	7
85	54	8	62	10	2
86	54	7	61	9	4
87	54	2	56	5	3
88	59	6	65	5	6
89	60	5	65	9	1
90	62	9	71	5	8
