作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	8	1
2	0	7	7	7	1
3	0	10	10	8	3
4	0	0	0	6	7
5	0	0	0	5	1
6	8	8	16	6	2
7	8	1	9	10	1
8	8	9	17	9	8
9	9	4	13	8	3
10	9	4	13	9	8
11	10	9	19	8	2
12	10	7	17	9	5
13	13	2	15	8	5
14	13	8	21	10	8
15	16	10	26	5	1
16	17	8	25	9	1
17	17	8	25	6	7
18	17	2	19	7	1
19	19	9	28	9	3
20	19	1	20	10	4
21	21	1	22	5	1
22	22	2	24	5	3
23	24	2	26	8	7
24	24	10	34	8	3
25	25	5	30	8	5
26	25	6	31	5	7
27	26	1	27	10	4
28	26	9	35	8	6
29	27	5	32	6	1
30	28	1	29	9	7
31	30	4	34	10	6
32	31	2	33	5	2
33	31	7	38	7	1
34	34	6	40	9	4
35	34	7	41	8	7
36	35	10	45	7	4
37	38	6	44	10	3
38	40	4	44	5	6
39	41	2	43	7	2
40	41	10	51	5	8
41	43	7	50	7	3
42	44	1	45	7	3
43	45	10	55	10	2
44	45	1	46	10	3
45	45	1	46	7	5
46	46	8	54	5	2
47	50	5	55	8	8
48	50	5	55	5	3
49	51	8	59	6	8
50	51	8	59	7	8
51	54	6	60	8	1
52	55	6	61	10	6
53	55	9	64	7	2
54	59	7	66	8	7
55	59	8	67	9	2
56	60	1	61	8	3
57	61	1	62	9	2
58	62	7	69	6	5
59	62	7	69	9	5
60	64	5	69	6	7
61	66	7	73	7	2
62	67	4	71	7	2
63	69	10	79	7	3
64	69	6	75	8	5
65	69	8	77	9	5
66	69	10	79	10	2
67	71	10	81	8	5
68	73	8	81	9	8
69	75	4	79	7	7
70	75	7	82	10	2
71	77	10	87	9	1
72	79	9	88	10	7
73	79	10	89	8	1
74	81	1	82	5	7
75	82	3	85	5	1
76	82	3	85	5	4
77	85	3	88	9	5
78	85	6	91	9	3
79	87	10	97	6	3
80	88	4	92	10	5
81	88	7	95	6	7
82	89	2	91	7	8
83	91	3	94	7	5
84	91	8	99	8	1
85	92	5	97	9	8
86	92	7	99	6	4
87	94	6	100	10	6
88	97	5	102	7	2
89	99	2	101	6	5
90	101	6	107	9	3
