作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	9	9	5	2
2	0	1	1	10	6
3	0	10	10	9	2
4	0	0	0	8	7
5	0	0	0	5	4
6	1	7	8	8	4
7	1	8	9	5	2
8	8	10	18	5	6
9	9	8	17	10	3
10	9	1	10	8	3
11	9	8	17	9	5
12	9	2	11	6	8
13	10	4	14	9	1
14	10	9	19	9	8
15	10	8	18	10	4
16	11	3	14	9	7
17	14	1	15	7	2
18	17	1	18	6	3
19	17	10	27	10	1
20	18	1	19	8	1
21	18	4	22	9	4
22	18	4	22	8	1
23	19	3	22	7	7
24	19	6	25	8	5
25	19	1	20	6	5
26	19	3	22	9	4
27	20	6	26	9	3
28	22	6	28	7	5
29	22	9	31	7	1
30	22	9	31	7	7
31	22	8	30	5	7
32	22	2	24	8	1
33	24	8	32	9	4
34	25	1	26	9	4
35	25	10	35	8	6
36	26	4	30	6	1
37	27	8	35	9	8
38	27	1	28	10	2
39	28	8	36	6	6
40	30	1	31	9	4
41	31	7	38	6	2
42	31	5	36	6	2
43	31	6	37	10	4
44	32	9	41	8	4
45	36	5	41	10	7
46	36	4	40	8	1
47	36	5	41	9	2
48	36	5	41	6	6
49	36	10	46	8	6
50	37	5	42	5	3
51	38	8	46	9	8
52	40	8	48	5	8
53	40	8	48	5	2
54	41	8	49	8	8
55	41	1	42	9	4
56	41	2	43	10	7
57	43	6	49	5	8
58	46	7	53	8	2
59	46	6	52	9	8
60	46	5	51	7	2
61	46	4	50	10	3
62	48	1	49	9	8
63	48	6	54	8	4
64	48	6	54	6	1
65	49	3	52	10	8
66	51	9	60	5	2
67	52	4	56	7	8
68	52	4	56	8	7
69	56	9	65	5	2
70	56	7	63	6	1
71	56	4	60	9	1
72	56	6	62	5	1
73	60	6	66	6	1
74	60	6	66	5	6
75	60	9	69	5	5
76	62	1	63	10	3
77	62	8	70	9	4
78	63	4	67	5	6
79	63	2	65	6	6
80	65	10	75	8	5
81	65	8	73	9	1
82	66	8	74	8	6
83	66	3	69	9	4
84	67	10	77	7	8
85	70	3	73	8	3
86	73	6	79	10	4
87	73	9	82	10	6
88	74	4	78	8	4
89	77	3	80	10	7
90	79	8	87	6	7
