作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	5	4
2	0	4	4	5	4
3	0	8	8	6	8
4	0	0	0	9	4
5	0	0	0	6	5
6	4	7	11	6	1
7	4	1	5	7	8
8	5	2	7	6	4
9	8	6	14	5	6
10	8	4	12	8	7
11	8	6	14	6	4
12	8	7	15	5	5
13	8	1	9	6	1
14	9	5	14	9	1
15	9	5	14	5	2
16	11	2	13	8	7
17	11	9	20	8	1
18	14	1	15	9	3
19	14	5	19	9	7
20	14	4	18	10	6
21	14	4	18	9	4
22	14	10	24	9	3
23	15	2	17	8	6
24	15	1	16	9	8
25	15	10	25	5	1
26	17	4	21	10	6
27	18	7	25	9	7
28	18	1	19	5	2
29	19	3	22	6	6
30	19	6	25	9	2
31	20	3	23	9	2
32	22	9	31	7	5
33	23	2	25	7	4
34	23	1	24	7	2
35	24	10	34	9	2
36	24	9	33	10	4
37	24	5	29	9	3
38	24	2	26	9	2
39	25	6	31	9	1
40	25	7	32	7	4
41	25	6	31	7	4
42	25	3	28	5	5
43	25	5	30	10	4
44	25	7	32	6	7
45	28	10	38	6	3
46	30	2	32	8	1
47	31	1	32	10	5
48	31	2	33	9	7
49	32	8	40	9	2
50	32	6	38	6	4
51	32	1	33	7	3
52	32	10	42	7	5
53	33	1	34	9	6
54	33	3	36	5	5
55	33	4	37	8	5
56	33	10	43	10	1
57	34	10	44	9	7
58	37	2	39	9	3
59	37	4	41	7	2
60	38	8	46	7	1
61	39	7	46	10	6
62	39	4	43	10	2
63	40	8	48	10	6
64	40	1	41	7	4
65	41	5	46	8	8
66	41	10	51	6	5
67	41	8	49	6	3
68	42	9	51	10	1
69	42	8	50	6	7
70	43	10	53	9	4
71	43	1	44	9	4
72	44	5	49	9	6
73	44	7	51	6	1
74	46	9	55	10	6
75	48	9	57	10	6
76	49	4	53	9	5
77	50	3	53	10	6
78	51	2	53	7	4
79	51	9	60	8	2
80	51	1	52	10	7
81	51	10	61	5	3
82	53	10	63	5	1
83	53	2	55	10	8
84	55	9	64	8	5
85	55	4	59	6	5
86	57	10	67	10	8
87	60	3	63	7	1
88	61	7	68	5	8
89	63	4	67	7	2
90	64	8	72	7	8
