作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	9	9	6	2
2	0	2	2	5	1
3	0	4	4	5	7
4	0	0	0	10	2
5	0	0	0	9	8
6	2	8	10	10	7
7	2	5	7	7	6
8	2	3	5	10	1
9	9	7	16	7	1
10	9	7	16	9	6
11	9	3	12	6	8
12	10	9	19	8	8
13	12	4	16	7	6
14	12	4	16	6	1
15	12	7	19	10	4
16	16	4	20	8	3
17	16	2	18	8	7
18	16	6	22	7	2
19	16	7	23	10	6
20	18	8	26	6	4
21	19	2	21	8	5
22	19	10	29	5	5
23	19	7	26	10	3
24	19	8	27	9	3
25	22	1	23	8	7
26	23	3	26	9	5
27	23	4	27	10	1
28	23	10	33	5	8
29	26	3	29	7	4
30	26	9	35	7	4
31	26	6	32	10	1
32	26	10	36	5	4
33	27	4	31	6	4
34	29	4	33	6	1
35	31	8	39	8	3
36	32	8	40	6	2
37	33	8	41	7	1
38	33	4	37	7	2
39	33	8	41	9	5
40	35	9	44	9	3
41	36	6	42	6	1
42	36	6	42	9	5
43	37	9	46	8	3
44	39	10	49	10	5
45	40	10	50	6	5
46	41	8	49	6	1
47	44	3	47	5	4
48	46	8	54	8	2
49	47	2	49	7	1
50	49	6	55	5	6
51	49	4	53	5	8
52	49	2	51	5	4
53	49	10	59	7	3
54	50	3	53	8	6
55	50	3	53	8	7
56	51	9	60	8	4
57	53	7	60	9	1
58	54	1	55	9	3
59	55	6	61	8	3
60	55	1	56	9	7
61	55	10	65	5	6
62	56	10	66	5	5
63	56	10	66	10	5
64	59	5	64	5	6
65	60	4	64	8	3
66	61	3	64	5	3
67	64	4	68	6	1
68	64	6	70	10	6
69	64	1	65	7	7
70	65	3	68	10	4
71	65	3	68	10	8
72	66	4	70	5	1
73	66	2	68	7	6
74	66	3	69	9	2
75	68	6	74	7	7
76	68	3	71	7	3
77	68	1	69	10	6
78	68	5	73	9	3
79	68	3	71	7	5
80	68	6	74	7	5
81	69	6	75	8	6
82	70	6	76	6	3
83	70	9	79	7	2
84	70	6	76	9	5
85	71	9	80	6	8
86	73	1	74	10	1
87	74	3	77	10	2
88	74	2	76	9	7
89	76	3	79	7	1
90	77	6	83	5	3
